YBL005W	YNR007C	+
YBL005W	YOR328W	-
YDL020C	YCR006C	-
YDL020C	YFL056C	-
YDL020C	YGL013C	-
YDL020C	YKL015W	+
YDL020C	YML007W	+
YDL020C	YML048W	-
YDL170W	YCR040W	-
YDL170W	YCR041W	-
YDL170W	YDR210WD	+
YDL170W	YPL251W	-
YDR253C	YDR077W	+
YDR253C	YEL072W	-
YDR253C	YFR030W	+
YDR253C	YGL254W	+
YDR253C	YGL255W	+
YDR253C	YIR017C	+
YDR253C	YJR138W	-
YDR253C	YLR373C	-
YER040W	YDL170W	+
YER040W	YDR077W	-
YER040W	YER002W	+
YER040W	YFL021W	-
YER040W	YGL254W	+
YER040W	YGL255W	-
YER040W	YJR110W	+
YER040W	YLL034C	+
YER040W	YNL142W	+
YFL021W	YDR210WD	-
YFL021W	YER002W	+
YFL021W	YJR110W	+
YFL021W	YNL142W	+
YGL013C	YAL022C	+
YGL013C	YBL005W	-
YGL013C	YOR140W	-
YGL013C	YOR328W	+
YGL013C	YPL251W	-
YGL013C	YPR170C	+
YGL181W	YEL072W	+
YGL181W	YOL041C	-
YGL254W	YAL022C	-
YGL254W	YOR140W	+
YHR006W	YCR040W	-
YHR006W	YCR041W	+
YHR006W	YFL017C	+
YIR017C	YFR030W	+
YJL056C	YCR040W	+
YJL056C	YCR041W	+
YJL056C	YGL255W	-
YKL015W	YGL181W	+
YKL015W	YGL254W	+
YKL015W	YLL034C	+
YKL038W	YER028C	-
YLR098C	YCR040W	+
YLR098C	YCR041W	+
YLR451W	YDR077W	-
YLR451W	YGL181W	-
YLR451W	YKL038W	+
YLR451W	YNL103W	+
YLR451W	YOL013WB	-
YML007W	YDL020C	-
YML007W	YFL056C	-
YML007W	YJR110W	+
YNL103W	YFR030W	+
YNL103W	YIR017C	-
YNL103W	YLL034C	+
YOR032C	YHR006W	-
YOR113W	YML007W	+
YOR344C	YDL027C	+
YOR344C	YFR030W	-
YOR344C	YHR006W	+
YOR344C	YJR138W	-
YOR344C	YKL015W	-
YOR344C	YMR196W	+
YPL038W	YEL072W	-
YPL038W	YGL013C	-
YPL038W	YGL254W	+
YPL038W	YGL255W	+
YPL038W	YIR017C	-
YPL038W	YJR138W	+
YPL038W	YLL034C	-
