YGR288W	YCR065W	YDR026C	YDR049W	YER040W	YLR228C	YJL110C	YGL254W	YGL209W	YCL066W	YJL056C	YOR140W	YDL170W	YPL248C	YCR096C	YLR098C	YCR040W	YDR310C	YHR006W	YKL020C	YFL021W	YML099C	YPR199C	YML113W	YDR421W	YDR101C	YML065W	YOR315W	YPL253C	YNL142W	YHR135C	YDR039C	YIL144W	YBL111C	YMR087W	YMR098C	YNR068C	YJR010CA	YPL216W	YNL108C	YLR048W	YJR011C	YER107C	YJR157W	YGL169W	YMR202W	YHR109W	YNL339C	YJR080C	YLL048C
0.4284516	0.8384929	0.6205890	0.3324207	0.4516871	0.5023230	0.4277070	0.0230566	0.5023649	0.3561674	0.8704278	0.3981500	0.6242691	0.4853188	0.1517291	0.6656165	0.3748674	0.3833806	0.6931355	0.6392565	0.4416824	0.4504200	0.5572187	0.7670812	0.9100974	0.0181444	0.2228911	0.3131003	0.9320356	0.1221922	0.7289456	0.6661753	0.5917979	0.3069004	0.7154541	0.0275577	0.3052054	0.1880715	0.3901905	0.2756327	0.2180492	0.0216430	0.0007629	0.4653209	0.5104654	0.2012740	0.6769619	0.3310623	0.3467292	0.7271525
0.6423419	0.6913517	0.7120488	0.5039717	0.6919189	0.6914352	0.5248381	0.0061241	0.4792177	0.2881106	0.6357745	0.6179312	0.6882523	0.2401711	0.0645159	0.6493341	0.4860491	0.6139976	0.7495901	0.7233140	0.2447207	0.8500283	0.4517477	0.7262743	0.8577081	0.0088069	0.3802982	0.4032117	0.6927456	0.4073927	0.7061620	0.5258750	0.6985580	0.5938537	0.4056873	0.2894827	0.4200459	0.2320230	0.7277264	0.2898377	0.3289874	0.0490654	0.2603846	0.3046875	0.3334901	0.1072314	0.6754480	0.0008764	0.3237780	0.3783026
0.4438830	0.6259561	0.6444558	0.2614328	0.6073043	0.5802537	0.6877583	0.0213720	0.4714920	0.3637298	0.7188951	0.4076231	0.7446987	0.3601435	0.0014288	0.5533992	0.4451568	0.5582502	0.6873308	0.7439448	0.1912986	0.7441510	0.8134699	0.6338991	0.6373100	0.0030421	0.2762247	0.7399306	0.7216144	0.6005220	0.8204803	0.6621276	0.6016752	0.4684231	0.5869620	0.4176108	0.3268815	0.1240413	0.6787833	0.1863198	0.1721073	0.2109373	0.0206486	0.5439848	0.4764065	0.1702836	0.7197887	0.2273764	0.1993894	0.5169211
0.3828736	0.7312491	0.7422674	0.3599608	0.6780796	0.8149897	0.5829759	0.0045391	0.3991393	0.3580800	0.6498507	0.5481855	0.7105992	0.4415794	0.0339640	0.6605123	0.3707010	0.4031838	0.6635052	0.9059288	0.2485438	0.7668546	0.5655149	0.5992446	0.7028427	0.0241603	0.3562112	0.5978461	0.6610858	0.2830767	0.6336106	0.6496359	0.6566413	0.5756858	0.6667221	0.3012767	0.4324916	0.1537374	0.5854006	0.2447540	0.2027023	0.2958556	0.2164710	0.3425747	0.5610029	0.0344443	0.7271023	0.2808820	0.3208243	0.4689432
0.5714213	0.6407406	0.9570767	0.4493483	0.5903502	0.4105951	0.6717091	0.0061226	0.4725899	0.4467337	0.6455156	0.4133810	0.8114070	0.6103898	0.0279538	0.7907716	0.2547251	0.4582717	0.6357191	0.4626945	0.1997460	0.7291653	0.7193600	0.7661724	0.8024938	0.0099836	0.2381819	0.4740755	0.7627399	0.3091459	0.7969272	0.7130166	0.5836363	0.6383652	0.6788050	0.2143465	0.4505419	0.1502334	0.7821459	0.2381044	0.4935964	0.0053385	0.1553153	0.4346139	0.8169059	0.1430567	0.8365803	0.0650453	0.4528987	0.8670348
0.3992518	0.5932116	0.7274495	0.3271476	0.5591366	0.5454648	0.4887246	0.0047729	0.3225070	0.4240701	0.5018225	0.5403575	0.5667241	0.5988909	0.0555370	0.7278395	0.2441395	0.5044746	0.6434530	0.7808188	0.2606620	0.6531463	0.6400855	0.5787027	0.5975729	0.0094920	0.4598204	0.4060019	0.6808921	0.3052906	0.6325835	0.7314570	0.6746428	0.5265675	0.6924911	0.1483326	0.2787173	0.1977808	0.5696933	0.3002181	0.1640887	0.0295694	0.0576439	0.4160726	0.8461492	0.2028538	0.6450080	0.2024647	0.4099486	0.6256314
0.3110427	0.8419321	0.6003226	0.4648852	0.6256772	0.6111664	0.6642236	0.0065265	0.4028483	0.3351914	0.6089010	0.4921235	0.5521628	0.5960629	0.0262508	0.5226996	0.3984825	0.4211271	0.6552575	0.7754053	0.2365544	0.6513028	0.5154861	0.5088309	0.4548247	0.0096321	0.4222183	0.4898913	0.7007577	0.3584753	0.6456619	0.6035539	0.6003757	0.5002226	0.8513623	0.0435424	0.3410522	0.1820238	0.6318905	0.2639016	0.2003928	0.0219155	0.1255733	0.4389292	0.4485222	0.1641393	0.6858454	0.0771016	0.4711044	0.7844102
0.3620956	0.7132661	0.6503881	0.4099966	0.6407981	0.4524594	0.4971345	0.0021501	0.4620346	0.2958899	0.7014424	0.2717768	0.5809594	0.3225460	0.0015522	0.6929205	0.3949869	0.4556256	0.7146093	0.5948915	0.1701767	0.4016668	0.5577097	0.7499375	0.6562957	0.0027510	0.2397782	0.5614334	0.6416821	0.2822458	0.6815063	0.6073127	0.5917073	0.3899095	0.4035464	0.2376862	0.3423277	0.1696834	0.7736376	0.2167553	0.6034907	0.0200880	0.0013190	0.5222229	0.4077055	0.0256900	0.8289492	0.3311764	0.3546239	0.6202478
0.4150115	0.6616739	0.7542587	0.3864229	0.7582998	0.5481665	0.6203475	0.0018501	0.4896990	0.5065473	0.7472035	0.4550453	0.9279469	0.5086761	0.2875979	0.7894044	0.3838731	0.6063370	0.7368528	0.8133205	0.1886538	0.7521501	0.8536275	0.5396731	0.7104096	0.0190090	0.2353076	0.4754351	0.6715857	0.3629636	0.8868715	0.7014898	0.6046513	0.3070951	0.5967903	0.2329819	0.4732676	0.1490297	0.6394495	0.3411459	0.3334016	0.0308620	0.0815214	0.5013724	0.5294870	0.1047830	0.7972609	0.2776075	0.3070297	0.6569372
0.3897425	0.6610896	0.6408650	0.3378424	0.5510281	0.5240592	0.3754056	0.0148308	0.4691349	0.2275210	0.7750533	0.5567289	0.7712241	0.2202960	0.0112466	0.4983738	0.2103817	0.3675622	0.7261849	0.7121089	0.3743931	0.4702447	0.7986419	0.5965990	0.7010416	0.0042488	0.2898525	0.3479381	0.6075134	0.1663329	0.6524112	0.5727921	0.6055393	0.3914782	0.3790381	0.1072740	0.4314437	0.2122925	0.4921041	0.3113487	0.3744985	0.1326030	0.1757354	0.4392918	0.3670414	0.1161466	0.6213775	0.2988089	0.3399134	0.4427935
0.5783997	0.6889290	0.7562841	0.4819567	0.7084719	0.6729880	0.6162330	0.0001532	0.5586103	0.1668633	0.4991965	0.5167985	0.6926550	0.2987755	0.0553784	0.6197337	0.5975974	0.4215801	0.7746848	0.5354281	0.2956401	0.5527924	0.5944921	0.7791416	0.7552623	0.0350694	0.4265944	0.5778951	0.7300700	0.1941570	0.5946787	0.5438301	0.5369485	0.3685241	0.5434343	0.0014742	0.3638406	0.0902858	0.4965294	0.2376306	0.2910475	0.0149874	0.1957661	0.6713004	0.2539664	0.1004336	0.6928043	0.2303567	0.3612904	0.5321211
0.5942918	0.6631872	0.6537135	0.4377558	0.8034798	0.5313639	0.5561682	0.0092806	0.5293899	0.3771278	0.2932744	0.5558312	0.6398057	0.4848803	0.0168491	0.4729449	0.4093335	0.2936531	0.8796621	0.6102664	0.1995872	0.5445406	0.6760923	0.6415997	0.6628002	0.0138007	0.6051737	0.5190718	0.6338251	0.4736652	0.8222357	0.7814076	0.6418815	0.4873269	0.6785297	0.3234967	0.4158690	0.1069754	0.3832394	0.2590327	0.2278169	0.1833350	0.0230991	0.3297745	0.6025377	0.1796547	0.6236842	0.3785747	0.1469113	0.5712056
