YCR040W	YGL169W	-
YCR065W	YDR026C	+
YCR065W	YDR039C	+
YCR065W	YER107C	-
YCR065W	YGL209W	+
YCR065W	YGR288W	+
YCR065W	YHR109W	+
YCR065W	YIL144W	+
YCR065W	YJR157W	+
YCR065W	YLR228C	+
YCR065W	YMR202W	-
YCR065W	YNL108C	-
YCR065W	YNL339C	-
YCR065W	YPL216W	-
YCR096C	YCR040W	-
YDL170W	YBL111C	+
YDL170W	YCR040W	+
YDL170W	YNL339C	-
YDL170W	YNR068C	+
YDL170W	YPL253C	+
YDR026C	YDR049W	+
YDR310C	YGL169W	+
YDR310C	YOR315W	+
YDR421W	YCL066W	-
YDR421W	YHR135C	+
YDR421W	YJR080C	-
YDR421W	YPL253C	-
YER040W	YCR065W	+
YER040W	YDL170W	+
YER040W	YFL021W	-
YER040W	YGL254W	-
YER040W	YJL110C	+
YER040W	YLR048W	+
YER040W	YNL142W	-
YER040W	YNR068C	+
YER040W	YOR315W	+
YFL021W	YCR096C	-
YFL021W	YJL110C	+
YFL021W	YJR011C	+
YFL021W	YLR048W	+
YFL021W	YML099C	-
YFL021W	YMR098C	-
YFL021W	YNL142W	-
YFL021W	YPL216W	-
YGL209W	YJR010CA	-
YGL209W	YMR098C	-
YGL209W	YPL248C	-
YGL254W	YOR140W	-
YHR006W	YCR040W	-
YHR006W	YDR101C	-
YJL056C	YCL066W	-
YJL056C	YCR040W	+
YJL056C	YML065W	-
YJL056C	YNL339C	-
YJL110C	YBL111C	-
YJL110C	YCL066W	-
YJL110C	YCR040W	-
YJL110C	YCR096C	-
YJL110C	YLL048C	+
YJL110C	YMR098C	-
YJL110C	YNL339C	-
YKL020C	YCR096C	-
YKL020C	YJR011C	-
YKL020C	YLR048W	-
YLR098C	YCL066W	+
YLR098C	YCR040W	+
YLR098C	YDR310C	+
YLR228C	YMR202W	-
YML099C	YMR087W	+
YML113W	YCR096C	+
YML113W	YJR011C	-
YML113W	YNL339C	-
YPL248C	YBL111C	+
YPL248C	YCL066W	+
YPL248C	YMR087W	+
YPL248C	YNL339C	-
YPL248C	YOR140W	-
YPR199C	YCR040W	-
YPR199C	YCR096C	+
YPR199C	YMR087W	+
