YBL005W	YNR008W	-
YBR182C	YDR351W	-
YBR182C	YDR420W	+
YBR182C	YGR282C	-
YBR182C	YHL027W	+
YBR182C	YKL185W	-
YBR182C	YLR300W	+
YBR182C	YLR390W	+
YBR182C	YLR393W	-
YBR182C	YML111W	+
YBR182C	YOR140W	+
YBR182C	YOR268C	-
YBR182C	YPL249CA	+
YBR182C	YPR198W	+
YCL067C	YCL066W	-
YCL067C	YGR044C	+
YCR097W	YCL066W	-
YCR097W	YCR040W	-
YCR097W	YGR044C	-
YDR421W	YCL066W	+
YDR421W	YCL067C	-
YGL013C	YBL005W	-
YGL013C	YBL109W	+
YGL013C	YDR282C	+
YGL013C	YML111W	+
YGL013C	YOR140W	-
YGL013C	YOR268C	-
YGL013C	YPL249CA	-
YGL013C	YPR169W	-
YGL013C	YPR203W	+
YGL162W	YER045C	+
YGL162W	YGR249W	-
YGL162W	YHL027W	+
YGL162W	YKR097W	-
YGL162W	YMR070W	-
YGL162W	YPL177C	-
YGL254W	YCL043C	+
YGL254W	YOR140W	-
YGR044C	YIL014CA	-
YGR044C	YOR140W	+
YGR249W	YDR393W	+
YGR249W	YOR209C	+
YGR249W	YOR280C	-
YHL027W	YDR282C	+
YHL027W	YDR402C	+
YHL027W	YER045C	-
YHL027W	YGR249W	-
YHR006W	YCR040W	+
YJL110C	YBL109W	-
YJL110C	YCL066W	+
YJL110C	YCL067C	-
YJL110C	YCR040W	-
YKL185W	YKR097W	+
YKL185W	YLR300W	-
YLR013W	YBL109W	-
YLR013W	YCL066W	+
YLR013W	YCL067C	-
YLR013W	YCR040W	+
YLR013W	YPR203W	-
YML099C	YPL177C	-
YMR021C	YDR058C	-
YMR021C	YGR136W	+
YMR021C	YPL177C	-
YOL089C	YCR097W	+
YOL089C	YCR104W	-
YOL089C	YMR019W	-
YOL089C	YPR198W	-
