YBL005W	YDR469W	+
YBL005W	YMR193W	+
YBL005W	YOL083W	+
YBL005W	YOR148C	+
YBL103C	YCR096C	+
YBL103C	YCR097W	+
YBL103C	YMR193W	-
YCL067C	YCL066W	-
YCL067C	YGR044C	-
YCR096C	YCR039C	-
YCR096C	YCR040W	-
YCR097W	YCL066W	+
YCR097W	YCR039C	-
YCR097W	YCR040W	+
YCR097W	YGR044C	+
YDR146C	YBR070C	-
YDR146C	YCR018C	+
YDR146C	YDL114W	+
YDR146C	YDR397C	-
YDR146C	YER078C	+
YDR146C	YFL063W	-
YDR146C	YFL064C	+
YDR146C	YGR044C	+
YDR146C	YIL128W	+
YDR146C	YKL185W	+
YDR146C	YLR013W	+
YDR146C	YOR140W	+
YGL013C	YBL005W	+
YGL013C	YCL074W	-
YGL013C	YDL082W	-
YGL013C	YDR544C	+
YGL013C	YIL128W	-
YGL013C	YJL188C	+
YGL013C	YLR360W	+
YGL013C	YLR467W	+
YGL013C	YMR240C	-
YGL013C	YOR140W	+
YGL035C	YDR146C	-
YGL035C	YHR092C	-
YGL035C	YMR280C	+
YGL035C	YPL248C	-
YGL209W	YDR146C	+
YGL209W	YDR343C	+
YGL209W	YER134C	-
YGL209W	YGL035C	+
YGL209W	YHR092C	-
YGL209W	YMR280C	+
YGL209W	YOL083W	-
YGL209W	YPL248C	+
YGR044C	YCR018C	-
YGR044C	YER078C	+
YGR044C	YOR140W	+
YHR006W	YCR039C	-
YHR006W	YCR040W	+
YJL056C	YCL066W	-
YJL056C	YCL067C	-
YJL056C	YCR039C	-
YJL056C	YCR040W	+
YJL056C	YJL188C	+
YJL056C	YNL253W	-
YKL020C	YCR096C	+
YKL020C	YGL001C	+
YKL020C	YMR193W	+
YKL020C	YOR148C	-
YKL185W	YBR070C	-
YKL185W	YDR343C	+
YKL185W	YLR360W	+
YLR013W	YCL066W	+
YLR013W	YCL067C	-
YLR013W	YCL074W	+
YLR013W	YCR039C	+
YLR013W	YCR040W	+
YLR013W	YDL082W	+
YLR013W	YDL114W	+
YLR013W	YDR544C	-
YLR013W	YFL063W	-
YLR013W	YFL064C	+
YLR013W	YLR467W	+
YOL089C	YCR096C	+
YOL089C	YCR097W	+
YOL089C	YER134C	-
YOL089C	YGL001C	-
YOR032C	YGL001C	-
YOR032C	YHR006W	+
YPL038W	YGL013C	-
YPL248C	YAR003W	-
YPL248C	YCL066W	+
YPL248C	YCL067C	-
YPL248C	YDR544C	+
YPL248C	YML051W	-
YPL248C	YOR140W	+
