YBL103C	YCR090C	+
YBL103C	YCR096C	+
YBL103C	YCR097W	-
YBL103C	YDR067C	-
YBL103C	YDR068W	+
YBL103C	YDR508C	-
YBL103C	YIR029W	-
YBL103C	YJR011C	-
YBL103C	YJR110W	+
YBL103C	YMR019W	-
YBR083W	YDR180W	+
YBR083W	YDR463W	-
YBR083W	YKL095W	-
YCR096C	YCR039C	-
YCR096C	YCR040W	-
YCR097W	YCR039C	-
YCR097W	YCR040W	-
YDL170W	YBL113C	-
YDL170W	YBR006W	+
YDL170W	YCR039C	-
YDL170W	YCR040W	-
YDL170W	YCR041W	-
YDL170W	YIR029W	-
YDL170W	YPL251W	+
YDR081C	YDR463W	-
YDR421W	YCL067C	-
YDR421W	YJR008W	-
YDR421W	YJR080C	+
YDR421W	YPL251W	+
YDR463W	YCR096C	-
YDR463W	YDR067C	+
YDR463W	YDR068W	+
YDR463W	YDR508C	-
YDR463W	YJR011C	-
YDR463W	YMR019W	+
YFL021W	YAL012W	-
YFL021W	YCR096C	-
YFL021W	YDR067C	+
YFL021W	YDR068W	-
YFL021W	YIR029W	-
YFL021W	YJL110C	+
YFL021W	YJR011C	-
YFL021W	YJR110W	+
YFL021W	YMR019W	-
YHR006W	YCR039C	-
YHR006W	YCR040W	+
YHR006W	YCR041W	+
YHR006W	YFL002WA	+
YJL056C	YCL067C	+
YJL056C	YCR039C	-
YJL056C	YCR040W	-
YJL056C	YCR041W	+
YJL110C	YBL113C	+
YJL110C	YCL067C	-
YJL110C	YCR039C	-
YJL110C	YCR040W	-
YJL110C	YCR041W	-
YJL110C	YCR096C	-
YJL110C	YKR034W	+
YJR147W	YMR019W	+
YKL020C	YCR096C	-
YKL020C	YJR011C	-
YKR034W	YBL113C	-
YKR034W	YBR006W	+
YKR034W	YCR039C	-
YKR034W	YCR040W	-
YKR034W	YCR041W	-
YKR034W	YDR067C	-
YKR034W	YDR068W	+
YKR034W	YFL021W	-
YKR034W	YIR029W	-
YKR034W	YJL110C	+
YKR034W	YMR257C	-
YLR013W	YBL113C	+
YLR013W	YCL067C	-
YLR013W	YCR039C	-
YLR013W	YCR040W	-
YLR013W	YCR041W	+
YML113W	YCR096C	-
YML113W	YJR011C	-
YMR019W	YBR292C	-
YMR019W	YFR042W	+
YMR019W	YJL195C	-
YMR019W	YLL055W	+
YMR019W	YPL243W	+
YOL067C	YCR096C	+
YOL067C	YGL254W	+
YOL067C	YJR011C	-
YOL067C	YMR019W	+
YOL089C	YCR096C	-
YOL089C	YCR097W	-
YOL089C	YJR011C	+
YOL089C	YMR019W	+
YPL038W	YAL012W	-
YPL038W	YGL254W	-
YPL038W	YLR027C	+
YPR199C	YCR039C	-
YPR199C	YCR040W	-
YPR199C	YCR041W	+
YPR199C	YCR096C	+
YPR199C	YMR257C	+
