YCR096C	YKL020C	YOL089C	YPR199C	YCR040W	YMR019W	YHR006W	YJR147W	YKR034W	YJL110C	YOL067C	YCL067C	YJL056C	YLR013W	YGL254W	YDR463W	YPL038W	YDR081C	YBL103C	YFL021W	YCR097W	YDL170W	YML113W	YDR421W	YBR083W	YKL095W	YLL055W	YJR110W	YBL113C	YDR180W	YPL251W	YDR068W	YJR011C	YJL195C	YDR508C	YFR042W	YCR090C	YCR041W	YDR067C	YJR080C	YCR039C	YBR292C	YFL002WA	YBR006W	YLR027C	YJR008W	YAL012W	YMR257C	YIR029W	YPL243W
0.3667333	1.0726867	1.0424426	1.0571919	1.0369122	0.2230462	0.9853722	0.9058422	0.0143402	0.0104093	0.9854391	0.5256412	0.9734615	0.9740078	0.5220468	0.2419470	1.0045912	0.9962872	0.9481744	0.9394547	0.3236084	1.0309739	0.9615875	1.0314748	1.0082570	0.3672081	0.0704019	0.4200471	0.4920747	0.6182683	0.9118731	0.6941671	0.0445910	0.8592161	0.7607372	0.0810304	0.8184862	0.4484166	0.9405113	0.7187338	1.0599128	0.9027596	0.7726894	0.4357744	0.5376468	0.3359172	0.1031515	0.9684147	0.2859366	1.1339782
0.7397314	0.5396694	0.9482057	1.0878606	0.6251531	0.2684019	0.9859756	0.9365288	0.0080550	0.0229216	1.0047905	0.5360520	0.9757006	1.1091337	0.5052486	0.2686559	1.0276602	0.9620864	1.0444859	1.0650990	0.2980803	1.0138913	0.9436730	1.0893996	0.9416674	0.3763635	0.0511886	0.4075093	0.4208489	0.6410739	0.9168078	0.6636391	0.0560241	0.8893447	0.7709928	0.0844422	0.8166300	0.4507872	0.8084433	0.7739810	0.8885587	0.9118554	0.7675485	0.4496324	0.5239332	0.3270105	0.1162044	0.9733322	0.3286229	0.9588998
0.7556826	0.9585547	0.4989112	0.9666438	0.6604776	0.1546493	1.0473238	0.9525931	0.0054206	0.0112717	1.0204550	0.5708444	0.9816106	1.0346702	0.4219924	0.2886435	0.9899587	0.9607489	1.0397978	0.9892360	0.4802752	1.1089176	0.9804559	1.0077780	1.0363331	0.3715928	0.0587008	0.4429180	0.4463555	0.6463243	0.8567391	0.6310152	0.0388377	0.9378731	0.6770815	0.0614323	0.7610467	0.4472866	0.7299204	0.7835135	0.8873673	0.8846765	0.8078960	0.4837390	0.6146654	0.3297911	0.1022942	0.7680504	0.2885943	1.0049866
0.7009328	1.1134202	1.0267969	0.5334898	0.7854457	0.2694534	1.0828457	0.9466336	0.0057223	0.0156776	1.0147397	0.4935536	1.0288951	1.0427715	0.5044025	0.2638350	0.9449046	1.0126745	0.9695574	1.0149294	0.2954170	1.0395745	0.9739765	1.0963880	0.9985948	0.3204629	0.0674769	0.3757917	0.4249148	0.6487296	0.9175368	0.6923982	0.0412731	0.8317733	0.6706800	0.0786463	0.7333524	0.4309759	0.7899058	0.7920582	1.0087596	0.8047298	0.6889826	0.4348487	0.6577984	0.3134771	0.0789874	0.9019693	0.3300836	0.9797137
0.6231903	0.9730712	1.0637972	1.0148030	0.3872066	0.2203356	0.9535144	1.0970671	0.0127217	0.0158768	0.9959560	0.5047280	0.9963302	0.9344386	0.4723493	0.3541996	1.0011312	0.9762701	0.9768242	1.0158802	0.3482200	0.9392470	0.9999208	1.0558767	1.0296110	0.3647503	0.0774897	0.4159935	0.3973369	0.6322869	0.9060054	0.7100390	0.0424220	0.8319607	0.6991382	0.0814719	0.7737402	0.4688504	0.8022230	0.8690295	0.8534349	0.9551030	0.8046024	0.4916204	0.5651964	0.2939301	0.1254521	0.9357128	0.3427130	0.9073677
0.7148567	1.0140061	1.1200942	1.0471128	0.6241848	0.1224523	0.9514838	0.9557740	0.0117640	0.0217612	0.9918279	0.4899740	1.0230547	0.9261528	0.4757326	0.2779552	1.0380401	1.0306268	1.0310539	1.0513545	0.3348922	1.0685812	1.0922930	0.9594877	0.9992323	0.3940097	0.0430179	0.4734064	0.4941583	0.5995321	0.8455874	0.6337709	0.0255697	0.9504262	0.5955234	0.0620619	0.7767763	0.4321357	0.8254839	0.7669259	0.8379815	0.9438503	0.7675796	0.4817090	0.6866216	0.2862124	0.1027894	0.8443638	0.3511718	1.0167566
0.8056234	0.9068891	1.0140394	1.0353299	0.6949365	0.1977610	0.5648346	0.9862558	0.0114119	0.0092493	1.0872364	0.5563087	1.0923417	1.1031625	0.4630910	0.2440637	0.9650593	1.0236060	1.0646717	1.1063925	0.3053451	1.0122995	1.0442943	1.0025268	1.1095792	0.3310208	0.0728094	0.4999246	0.4959806	0.6617569	0.8131955	0.6814781	0.0559078	0.8555981	0.6920967	0.0777910	0.8296392	0.2000372	0.7959250	0.7929344	1.0037270	0.9232235	0.3853342	0.4516642	0.4674725	0.2644517	0.0899997	0.8974967	0.3220249	1.0621054
0.7525814	0.9664605	1.0274591	0.9693315	0.7809185	0.2150544	0.9840631	0.5348089	0.0090297	0.0091635	1.0787354	0.5771849	0.9870045	1.0169764	0.5161486	0.2190662	1.0174722	1.0123910	0.9887447	0.9704895	0.2528004	1.0825131	0.9844377	0.9769317	1.0186709	0.3672828	0.0564359	0.4478574	0.4876978	0.6675109	0.9107441	0.7081270	0.0518990	0.7572738	0.6782104	0.0625614	0.7662726	0.3964446	0.9032338	0.7486506	0.9198399	0.8681001	0.7697815	0.4424738	0.6249144	0.2868073	0.1182287	0.9471892	0.3255651	0.9977164
0.7382829	1.0373547	1.0006371	1.0777972	0.7133455	0.2719383	1.0733628	1.1135038	0.0058898	0.0228685	1.0349510	0.4995808	0.9435062	0.9683308	0.4635444	0.2374136	1.0444213	1.0926403	1.0021220	1.0516209	0.2899636	1.0440261	1.0918356	0.9533105	1.0819362	0.3412552	0.0638089	0.4389491	0.4406054	0.7050085	0.8636658	0.6835917	0.0463859	0.7496967	0.7780754	0.0754773	0.7146888	0.3712992	0.9844443	0.7143331	0.9759490	0.8315334	0.7591590	0.5102965	0.6182728	0.3143622	0.1086246	0.9962949	0.3305175	1.0464795
0.6839186	1.1000061	1.0172214	0.9828304	0.7507080	0.3140587	1.0015968	0.9350344	0.0102552	0.0063228	0.9972932	0.4909978	1.0425315	0.9637469	0.4600038	0.3106787	1.0182937	0.9928369	1.0995313	1.0036740	0.3251083	1.0105287	1.0555395	0.9989348	0.9718438	0.3639800	0.0641344	0.3879168	0.4451125	0.6220186	0.8486664	0.7406123	0.0361938	0.8017306	0.7436331	0.0661609	0.7931348	0.4443495	0.8936339	0.7504864	1.0197625	0.8603685	0.8105101	0.4644135	0.6161398	0.3224913	0.0944563	0.9708143	0.2994371	1.0110608
