YCR096C	YCR039C	-
YCR096C	YCR040W	+
YCR097W	YCR039C	-
YCR097W	YCR040W	-
YCR097W	YGR044C	-
YDL170W	YBR275C	+
YDL170W	YCR018CA	+
YDL170W	YCR039C	+
YDL170W	YCR040W	-
YDR146C	YCR018C	+
YDR146C	YDR112W	-
YDR146C	YER079W	-
YDR146C	YFL065C	+
YDR146C	YGR044C	+
YDR146C	YLR013W	-
YDR146C	YNL238W	-
YDR146C	YOR140W	+
YDR146C	YOR236W	+
YDR253C	YGL254W	+
YDR253C	YJR138W	-
YDR253C	YKL001C	+
YDR463W	YCR018CA	+
YDR463W	YCR096C	+
YDR463W	YDR098CA	+
YDR463W	YLR302C	-
YDR463W	YMR019W	-
YDR463W	YMR228W	+
YGL035C	YDR040C	-
YGL035C	YDR146C	+
YGL035C	YIL162W	+
YGL035C	YMR260C	-
YGL035C	YPL248C	+
YGL209W	YBR275C	+
YGL209W	YDR040C	+
YGL209W	YDR146C	-
YGL209W	YGL035C	+
YGL209W	YIL162W	-
YGL209W	YMR283C	-
YGL209W	YPL248C	-
YGL254W	YCL041C	+
YGL254W	YOR140W	+
YGR044C	YCR018C	+
YGR044C	YER079W	+
YGR044C	YNL035C	+
YGR044C	YOR140W	+
YGR044C	YOR236W	+
YJL056C	YCR039C	-
YJL056C	YCR040W	-
YJL056C	YGR084C	+
YJL110C	YCR018CA	+
YJL110C	YCR039C	-
YJL110C	YCR040W	+
YJL110C	YCR096C	+
YJL110C	YDR040C	-
YJL110C	YMR260C	-
YKL020C	YCR018CA	-
YKL020C	YCR096C	-
YKL020C	YDR040C	+
YLR013W	YCR039C	-
YLR013W	YCR040W	-
YLR013W	YFL065C	-
YLR013W	YKL001C	-
YLR098C	YCR039C	+
YLR098C	YCR040W	+
YLR098C	YGR084C	-
YML113W	YCR096C	-
YOL067C	YCR018CA	+
YOL067C	YCR096C	-
YOL067C	YGL254W	+
YOL067C	YLR302C	-
YOL067C	YMR019W	-
YOL067C	YMR228W	+
YOL089C	YBL074C	-
YOL089C	YCR096C	+
YOL089C	YCR097W	-
YOL089C	YDR098CA	-
YOL089C	YMR019W	-
YOR140W	YIL162W	+
YPL038W	YBL074C	-
YPL038W	YGL254W	-
YPL038W	YJR138W	+
YPL248C	YAL049C	+
YPL248C	YAR002CA	+
YPL248C	YDR491C	+
YPL248C	YEL057C	-
YPL248C	YOR140W	-
YPR199C	YCR039C	-
YPR199C	YCR040W	+
YPR199C	YCR096C	+
