YGR044C	YCR018C	1
YGR044C	YOR140W	1
YGR044C	YNL035C	1
YGR044C	YER079W	1
YGR044C	YOR236W	1
YOR140W	YIL162W	1
YCR097W	YGR044C	1
YCR097W	YCR040W	1
YCR097W	YCR039C	1
YGL254W	YOR140W	1
YGL254W	YCL041C	1
YLR098C	YCR040W	1
YLR098C	YCR039C	1
YLR098C	YGR084C	1
YJL056C	YCR040W	1
YJL056C	YCR039C	1
YJL056C	YGR084C	1
YPR199C	YCR040W	1
YPR199C	YCR096C	1
YPR199C	YCR039C	1
YOL089C	YCR097W	1
YOL089C	YCR096C	1
YOL089C	YMR019W	1
YOL089C	YDR098CA	1
YOL089C	YBL074C	1
YOL067C	YGL254W	1
YOL067C	YCR096C	1
YOL067C	YMR019W	1
YOL067C	YLR302C	1
YOL067C	YCR018CA	1
YOL067C	YMR228W	1
YPL038W	YGL254W	1
YPL038W	YJR138W	1
YPL038W	YBL074C	1
YDR146C	YCR018C	1
YDR146C	YGR044C	1
YDR146C	YOR140W	1
YDR146C	YLR013W	1
YDR146C	YDR112W	1
YDR146C	YNL238W	1
YDR146C	YER079W	1
YDR146C	YOR236W	1
YDR146C	YFL065C	1
YCR096C	YCR040W	1
YCR096C	YCR039C	1
YLR013W	YCR040W	1
YLR013W	YKL001C	1
YLR013W	YCR039C	1
YLR013W	YFL065C	1
YGL209W	YDR146C	1
YGL209W	YPL248C	1
YGL209W	YGL035C	1
YGL209W	YIL162W	1
YGL209W	YMR283C	1
YGL209W	YBR275C	1
YGL209W	YDR040C	1
YML113W	YCR096C	1
YPL248C	YOR140W	1
YPL248C	YEL057C	1
YPL248C	YDR491C	1
YPL248C	YAL049C	1
YPL248C	YAR002CA	1
YGL035C	YDR146C	1
YGL035C	YPL248C	1
YGL035C	YIL162W	1
YGL035C	YMR260C	1
YGL035C	YDR040C	1
YJL110C	YCR040W	1
YJL110C	YCR096C	1
YJL110C	YCR039C	1
YJL110C	YCR018CA	1
YJL110C	YMR260C	1
YJL110C	YDR040C	1
YDR253C	YGL254W	1
YDR253C	YKL001C	1
YDR253C	YJR138W	1
YDL170W	YCR040W	1
YDL170W	YCR039C	1
YDL170W	YCR018CA	1
YDL170W	YBR275C	1
YDR463W	YCR096C	1
YDR463W	YMR019W	1
YDR463W	YLR302C	1
YDR463W	YCR018CA	1
YDR463W	YDR098CA	1
YDR463W	YMR228W	1
YKL020C	YCR096C	1
YKL020C	YCR018CA	1
YKL020C	YDR040C	1
YCR018C	YGR044C	0
YCR018C	YOR140W	0
YCR018C	YCR097W	0
YCR018C	YGL254W	0
YCR018C	YCR040W	0
YCR018C	YLR098C	0
YCR018C	YJL056C	0
YCR018C	YPR199C	0
YCR018C	YOL089C	0
YCR018C	YOL067C	0
YCR018C	YPL038W	0
YCR018C	YDR146C	0
YCR018C	YCR096C	0
YCR018C	YLR013W	0
YCR018C	YGL209W	0
YCR018C	YML113W	0
YCR018C	YPL248C	0
YCR018C	YGL035C	0
YCR018C	YJL110C	0
YCR018C	YDR253C	0
YCR018C	YDL170W	0
YCR018C	YDR463W	0
YCR018C	YKL020C	0
YCR018C	YMR019W	0
YCR018C	YLR302C	0
YCR018C	YKL001C	0
YCR018C	YEL057C	0
YCR018C	YCR039C	0
YCR018C	YDR491C	0
YCR018C	YIL162W	0
YCR018C	YNL035C	0
YCR018C	YDR112W	0
YCR018C	YNL238W	0
YCR018C	YCR018CA	0
YCR018C	YAL049C	0
YCR018C	YDR098CA	0
YCR018C	YJR138W	0
YCR018C	YMR260C	0
YCR018C	YER079W	0
YCR018C	YMR283C	0
YCR018C	YMR228W	0
YCR018C	YBR275C	0
YCR018C	YGR084C	0
YCR018C	YDR040C	0
YCR018C	YCL041C	0
YCR018C	YAR002CA	0
YCR018C	YOR236W	0
YCR018C	YFL065C	0
YCR018C	YBL074C	0
YGR044C	YCR097W	0
YGR044C	YGL254W	0
YGR044C	YCR040W	0
YGR044C	YLR098C	0
YGR044C	YJL056C	0
YGR044C	YPR199C	0
YGR044C	YOL089C	0
YGR044C	YOL067C	0
YGR044C	YPL038W	0
YGR044C	YDR146C	0
YGR044C	YCR096C	0
YGR044C	YLR013W	0
YGR044C	YGL209W	0
YGR044C	YML113W	0
YGR044C	YPL248C	0
YGR044C	YGL035C	0
YGR044C	YJL110C	0
YGR044C	YDR253C	0
YGR044C	YDL170W	0
YGR044C	YDR463W	0
YGR044C	YKL020C	0
YGR044C	YMR019W	0
YGR044C	YLR302C	0
YGR044C	YKL001C	0
YGR044C	YEL057C	0
YGR044C	YCR039C	0
YGR044C	YDR491C	0
YGR044C	YIL162W	0
YGR044C	YDR112W	0
YGR044C	YNL238W	0
YGR044C	YCR018CA	0
YGR044C	YAL049C	0
YGR044C	YDR098CA	0
YGR044C	YJR138W	0
YGR044C	YMR260C	0
YGR044C	YMR283C	0
YGR044C	YMR228W	0
YGR044C	YBR275C	0
YGR044C	YGR084C	0
YGR044C	YDR040C	0
YGR044C	YCL041C	0
YGR044C	YAR002CA	0
YGR044C	YFL065C	0
YGR044C	YBL074C	0
YOR140W	YCR018C	0
YOR140W	YGR044C	0
YOR140W	YCR097W	0
YOR140W	YGL254W	0
YOR140W	YCR040W	0
YOR140W	YLR098C	0
YOR140W	YJL056C	0
YOR140W	YPR199C	0
YOR140W	YOL089C	0
YOR140W	YOL067C	0
YOR140W	YPL038W	0
YOR140W	YDR146C	0
YOR140W	YCR096C	0
YOR140W	YLR013W	0
YOR140W	YGL209W	0
YOR140W	YML113W	0
YOR140W	YPL248C	0
YOR140W	YGL035C	0
YOR140W	YJL110C	0
YOR140W	YDR253C	0
YOR140W	YDL170W	0
YOR140W	YDR463W	0
YOR140W	YKL020C	0
YOR140W	YMR019W	0
YOR140W	YLR302C	0
YOR140W	YKL001C	0
YOR140W	YEL057C	0
YOR140W	YCR039C	0
YOR140W	YDR491C	0
YOR140W	YNL035C	0
YOR140W	YDR112W	0
YOR140W	YNL238W	0
YOR140W	YCR018CA	0
YOR140W	YAL049C	0
YOR140W	YDR098CA	0
YOR140W	YJR138W	0
YOR140W	YMR260C	0
YOR140W	YER079W	0
YOR140W	YMR283C	0
YOR140W	YMR228W	0
YOR140W	YBR275C	0
YOR140W	YGR084C	0
YOR140W	YDR040C	0
YOR140W	YCL041C	0
YOR140W	YAR002CA	0
YOR140W	YOR236W	0
YOR140W	YFL065C	0
YOR140W	YBL074C	0
YCR097W	YCR018C	0
YCR097W	YOR140W	0
YCR097W	YGL254W	0
YCR097W	YLR098C	0
YCR097W	YJL056C	0
YCR097W	YPR199C	0
YCR097W	YOL089C	0
YCR097W	YOL067C	0
YCR097W	YPL038W	0
YCR097W	YDR146C	0
YCR097W	YCR096C	0
YCR097W	YLR013W	0
YCR097W	YGL209W	0
YCR097W	YML113W	0
YCR097W	YPL248C	0
YCR097W	YGL035C	0
YCR097W	YJL110C	0
YCR097W	YDR253C	0
YCR097W	YDL170W	0
YCR097W	YDR463W	0
YCR097W	YKL020C	0
YCR097W	YMR019W	0
YCR097W	YLR302C	0
YCR097W	YKL001C	0
YCR097W	YEL057C	0
YCR097W	YDR491C	0
YCR097W	YIL162W	0
YCR097W	YNL035C	0
YCR097W	YDR112W	0
YCR097W	YNL238W	0
YCR097W	YCR018CA	0
YCR097W	YAL049C	0
YCR097W	YDR098CA	0
YCR097W	YJR138W	0
YCR097W	YMR260C	0
YCR097W	YER079W	0
YCR097W	YMR283C	0
YCR097W	YMR228W	0
YCR097W	YBR275C	0
YCR097W	YGR084C	0
YCR097W	YDR040C	0
YCR097W	YCL041C	0
YCR097W	YAR002CA	0
YCR097W	YOR236W	0
YCR097W	YFL065C	0
YCR097W	YBL074C	0
YGL254W	YCR018C	0
YGL254W	YGR044C	0
YGL254W	YCR097W	0
YGL254W	YCR040W	0
YGL254W	YLR098C	0
YGL254W	YJL056C	0
YGL254W	YPR199C	0
YGL254W	YOL089C	0
YGL254W	YOL067C	0
YGL254W	YPL038W	0
YGL254W	YDR146C	0
YGL254W	YCR096C	0
YGL254W	YLR013W	0
YGL254W	YGL209W	0
YGL254W	YML113W	0
YGL254W	YPL248C	0
YGL254W	YGL035C	0
YGL254W	YJL110C	0
YGL254W	YDR253C	0
YGL254W	YDL170W	0
YGL254W	YDR463W	0
YGL254W	YKL020C	0
YGL254W	YMR019W	0
YGL254W	YLR302C	0
YGL254W	YKL001C	0
YGL254W	YEL057C	0
YGL254W	YCR039C	0
YGL254W	YDR491C	0
