YCL067C	YCL066W	+
YCL067C	YOR212W	+
YCR096C	YCR040W	+
YCR097W	YCL066W	+
YCR097W	YCR040W	-
YDL170W	YCR040W	-
YDL170W	YHR156C	-
YDR081C	YDR463W	-
YDR310C	YHR184W	-
YDR310C	YKR035WA	-
YDR310C	YMR272WB	-
YDR310C	YOL102C	-
YDR310C	YPR054W	-
YDR463W	YCR096C	+
YDR463W	YDR098CA	+
YDR463W	YDR102C	-
YDR463W	YHR156C	+
YDR463W	YLR261C	-
YDR463W	YMR019W	-
YFL021W	YCR096C	+
YFL021W	YDR520C	+
YFL021W	YHR156C	-
YFL021W	YJL110C	+
YFL021W	YLR023C	+
YFL021W	YLR261C	+
YFL021W	YMR019W	+
YHR006W	YCR040W	-
YHR006W	YDR102C	-
YJL056C	YCL066W	-
YJL056C	YCL067C	-
YJL056C	YCR040W	+
YJL056C	YER188CA	+
YJL110C	YCL066W	+
YJL110C	YCL067C	+
YJL110C	YCR040W	+
YJL110C	YCR096C	+
YJL110C	YDR543C	-
YJL110C	YGR296W	-
YJL110C	YKR034W	+
YJL110C	YLL048C	-
YJL110C	YLR023C	+
YJR147W	YMR019W	-
YJR147W	YOR240W	-
YKR034W	YCR040W	+
YKR034W	YDR543C	-
YKR034W	YFL021W	+
YKR034W	YHR156C	-
YKR034W	YJL110C	-
YKR034W	YOL042W	-
YLR013W	YCL066W	-
YLR013W	YCL067C	+
YLR013W	YCR040W	-
YLR013W	YDR543C	-
YLR013W	YER188CA	+
YLR013W	YGR296W	+
YLR098C	YCL066W	+
YLR098C	YCL067C	-
YLR098C	YCR040W	+
YLR098C	YDR310C	+
YLR183C	YAR061W	-
YLR183C	YCL066W	-
YLR183C	YCL067C	-
YLR183C	YER148W	-
YLR183C	YGR020C	+
YLR183C	YKL137W	-
YLR183C	YML076C	-
YLR183C	YPL193W	-
YLR183C	YPR188C	+
YML113W	YCR096C	+
YML113W	YDR520C	-
YML113W	YDR543C	-
YML113W	YGR296W	+
YOL067C	YCR096C	+
YOL067C	YHR156C	-
YOL067C	YLR261C	+
YOL067C	YMR019W	-
YOL089C	YCR096C	-
YOL089C	YCR097W	-
YOL089C	YCR104W	+
YOL089C	YDR098CA	-
YOL089C	YDR099W	-
YOL089C	YMR019W	+
YOR032C	YHR006W	+
