YLR183C	YCL066W	YJL056C	YCR040W	YML076C	YHR006W	YCR097W	YLR098C	YCR096C	YML113W	YOL067C	YMR019W	YLR013W	YJR147W	YFL021W	YDR310C	YOR032C	YDR463W	YJL110C	YKR034W	YOL089C	YCL067C	YDR520C	YDL170W	YDR081C	YPL193W	YOR240W	YER148W	YMR272WB	YKR035WA	YDR543C	YOL042W	YGR296W	YCR104W	YHR184W	YLL048C	YDR102C	YHR156C	YOR212W	YLR261C	YAR061W	YDR098CA	YGR020C	YLR023C	YKL137W	YPR188C	YDR099W	YER188CA	YPR054W	YOL102C
-0.4442111849496835	-0.2702257630970806	0.2031236426028583	0.021537685991928963	-0.3560340850758719	0.2810288847263648	-0.1917913527323925	0.11491971911190403	0.3355468706965511	-0.1774171467815759	-0.3401935121630193	-0.13809335880785514	0.13152259432334207	-0.024061258100725263	-0.5017684974924171	-0.2716181486381666	-0.0239828310437248	0.22520747516115164	0.0818061849657831	0.32876022272418987	0.40418303441062453	-0.20246198169453816	-0.33284626103210313	-0.15970368765988519	0.055415539029741584	0.050361244521339735	-0.054109617400670725	-0.19143359822768694	0.1275722944026445	-0.21503590643061107	0.0354464779329092	-0.3860963560085574	-0.0282315464591103	0.19266523963010596	-0.1491883984833717	-0.14588361718095472	0.03115208397018542	-0.13551785453476117	-0.2042838910562518	-0.3696105536222519	0.17908928006551778	-0.0893862092303181	0.14007473203743598	0.05422040734315355	0.15050857428905945	0.1833214123475806	-0.01250220993766235	0.0031196763753879634	0.040184169272632964	0.39654523140679804
0.1933073400325857	-0.5494312373076637	-0.16706163016484463	-0.2826538081233948	0.2073503604340318	0.18804415116666662	-0.05480749215742572	-0.22894502237848446	0.020635453458704125	0.08837638650850875	0.17820018640116939	-0.21761196360625076	0.24922052828614955	-0.008799501776653701	0.15770743663417122	-0.015053980715707866	0.06397745296912119	0.13788296212670967	0.1873935450806076	0.21574497581636265	0.1515533841271098	0.29158005597732256	0.12782959736423358	0.149708107335591	-0.500295093220159	-0.0185441859480026	0.6878888009856442	0.04090719830698684	-0.2416962015083881	0.07281906691031248	0.14037428096244564	0.2304749940189522	0.14220267975445458	-0.026988962827003783	0.3947863001481803	0.17005524931066912	0.08139680214228232	-0.22375883925264936	0.14340325152191047	-0.048965387180012025	0.04386979958714833	0.47201369941744037	-0.4130289786974911	-0.32680227244568555	-0.21746753891977616	-0.1360629513451743	-0.15696275475154067	-0.013146573485882773	-0.27968512100018594	0.0502485390222546
-0.04274724318916175	0.25344756310402355	-0.18707107596107705	0.14179816246432622	-0.28791824834718244	0.439704170351677	0.2661204205693444	-0.4230385433977502	0.14010760513871293	-0.09456900380350546	-0.06530299561730046	0.2227848745474004	-0.16208411455425653	-0.26046971830789273	-0.15252509561607128	0.15541361810884438	-0.21354497853105076	0.3451372721429748	-0.008951312853411287	-0.18347504396212	0.08966474892409187	0.38886140410788445	-0.10557862969146717	-0.3444425883791158	-0.37436370576847583	0.5224508758544395	-0.30695665159161867	0.20617344198927595	0.4075546237191262	-0.04890777168671433	-0.06478650811941669	0.2953270371149059	-0.08955113198693633	-0.121030855952028	0.09431816265172582	-0.5124091474014337	-0.060031204033062745	0.15054710208521416	0.04080005406879191	-0.09377337283786195	-0.0599564499517184	0.2574250434518738	0.12056511684819433	-0.15820101105352416	-0.4045309832588335	0.12583164065454464	0.26016979183250205	-0.02955503986155711	0.22037521140498742	0.18129499254757317
-0.4324934863729044	0.27092382403595994	-0.30693668864000817	-0.31285066942474965	0.2947761114694729	-0.06431746143240646	-0.1023697554497968	0.21292667011138885	0.0715333151494757	0.21210215641035254	0.0658051289885575	0.015898862097854325	0.42418806973915674	0.19036007597315993	-0.44879208069646975	-0.3293695076668368	0.25923747197046204	-0.47397626296444145	-0.12192911004635444	-0.4458398417557164	-0.13103075542289586	0.19378508001287806	-0.2291756718404822	-0.08331849052997642	0.021771872228732492	0.25453221793317726	-0.2442446532170489	0.18204772228518248	-0.1872588655410295	0.4030359960525945	0.13991204517162226	0.44013672517059865	0.3011921041117685	0.029905643922508225	0.20255211838354906	0.08789139633669507	-0.43155809315984855	-0.3409216808298557	-0.14743806263009163	-0.08578174182529844	-0.1008405777243208	0.18902271249933678	-0.18823977257439145	-0.19439370280826399	0.06875024767475138	0.28800207913793124	0.43305352404864383	-0.18402885212709374	-0.03456594940144398	-0.08400521962758979
-0.08488509964793495	0.46104443072765017	0.050848594645018064	-0.07139789706035829	0.22972514087551615	0.5842331188781922	0.2535294946056363	0.3867501484416709	-0.4410893089815204	0.09284547888318413	-0.029130254304534604	-0.1465468813994751	0.02978438423048356	-0.3941058443413534	-0.09165021828009996	0.030156388043091606	0.40602949816515643	-0.06536222146396908	0.3076401197327478	-0.04895681724701998	-0.16271122502654753	0.12291305065907335	-0.15265770329369643	0.43114963796624295	-0.20474319276188585	-0.3617085038462706	-0.09233502724038786	-0.1528859097190819	-0.40037152511845525	-0.08637904729849448	0.07594923654157079	-0.4717297141592157	-0.3383157780567018	-0.03283867835986509	-0.5481599232744782	0.27293133434542005	0.2441633852742908	0.16368449829782217	0.12946413039381185	0.2687441188718195	-0.01665701532658819	0.1579098118928257	-0.2694108978851485	-0.013410768059405555	0.22203390032247902	0.021070765282304806	0.04368307630760289	-0.14667851927316777	0.06671991176205633	-0.26207007687818934
-0.6550403665960093	-0.39944265081481906	-0.12528804003932362	-0.13113705631348574	0.2789183269797147	-0.22695042331253532	0.05862128390298831	-0.3291395580816559	-0.027362346774915967	-0.3124854043070812	0.49522538812848116	-0.38288609857335115	0.02503613209688643	0.3310470018025544	0.744478883825209	-0.007549043435989273	0.3616411343582158	-0.3626961989653182	0.44024945251275516	0.04650258316859995	-0.079749299859562	-0.04314446588920811	0.1973329041930761	-0.32441410957893335	-0.06098228706941933	0.11288700822080237	-0.11580336996728975	0.1902484582960278	0.33956443916567747	0.5131729469818862	-0.09026860452371356	0.03812939163789025	-0.019129569499649925	0.22468266536358325	-0.31486371558671605	0.06088632369522571	0.08029293997966672	-0.11676138276113991	-0.3317722640085468	-0.17399381726131619	0.10527524096098716	0.046709060573709625	-0.3601565963580342	-0.23053538619174904	-0.028793227439973253	-0.06329675809314188	-0.2648597383341775	-0.19535638380526604	0.3695021612626065	-0.17493650079507111
0.20650439358270262	-0.2874321522184772	0.015963830866784014	0.055073139315354055	0.023180043616425394	-0.31302498165270526	0.1777275085632473	0.47101074941953425	-0.25086611217515487	-0.12001486434053774	-0.10678861782435727	-0.02676113941656916	-0.08748263722765855	-0.3547488160331343	0.01533707104011604	-0.5871034251295766	0.062362591255819576	-0.2922140695356005	-0.17168957770341267	0.06791126440136615	0.16046321560619842	-0.12476886114287443	-0.2716813409391247	-0.17910470454002342	-0.14984685227758357	0.11777940429631858	-0.02418165972712963	-0.27644975759109247	0.17417728695771428	0.39109507516265296	-0.06260357045935004	0.05507598613670371	-0.02123548004563656	0.26826582066352783	0.3880411409373909	-0.272664061813878	0.06422124111805873	0.23919907361335283	0.1004903126986764	-0.03941089912986003	-0.048007062060176214	0.165112279402839	-0.2872914741131575	0.016212918185217848	-0.12168831374218873	0.7044740260935682	-0.32149884738371254	0.17222249300271592	-0.21261604051479005	-0.05452013236735573
-0.20933890003739206	0.21956241559019937	0.07508093020647706	0.017597837717841312	-0.019218390848360196	-0.013396269383925652	-0.052683678747084045	-0.1779719904025595	0.2182266554654197	0.4462982297337573	0.24909786764627004	0.12974831484654886	-0.06199732479425066	-0.13427389056274602	-0.32296003185281297	-0.32220262000939587	0.26333051694568826	0.12041737757574805	-0.33074773019197495	-0.18411948976527479	-0.4345587638059349	-0.00406536336469007	-0.24643772686597176	-0.20440535490051584	-0.11745135922099105	0.03866457548843029	-0.1130166426139487	-0.09122824187537848	-0.09072458756535455	-0.01459976696571376	0.13642031748919992	-0.18794973578162755	-0.20178035999560898	0.1525560976563659	0.059096537261996006	-0.18090514847814226	0.31372697788586545	-0.15740307376988483	-0.14603797364098745	0.24810945180103236	0.2147380876010535	-0.39989035233647996	0.455204275867595	0.22801929402653567	0.060772606684183834	0.1996912839889669	-0.0947208504390087	-0.05323255891329077	-0.21931005562556347	-0.2976244965534064
-0.5634045466297519	-0.10113516302062886	-0.12101841069234787	0.23109079846431843	0.2325289344441058	0.3935403898882964	-0.12874857358975814	-0.4811314989561742	0.11930223981255395	-0.16683570990099583	0.0849814875873861	0.7946609632135835	0.23307400008879392	0.140478575009437	-0.2392048347753759	-0.13144610226282658	0.17703732194138755	0.19807944170977726	0.06965669283369531	-0.040484246386208726	-0.38698352264001135	-0.004319729732006345	0.3344045777135955	-0.3107415716414277	-0.1454006846093493	-0.14268668949089205	-0.2926774850949384	0.22438319793412595	0.06036329220030896	-0.41527145957343115	0.07362586915855701	0.14211813492868125	-0.1621744509937667	0.052587176334307505	-0.11451047224285107	-0.20991299754983891	-0.18850315281872373	0.1309040070878684	-0.3612620891651578	0.48114070627360594	0.20738032985777335	-0.5150267081580353	-0.3200690954418525	0.14667444590714704	-0.07886465022954627	0.009179596002252832	-0.3963419578119497	0.7290126235343739	-0.4207323931852257	0.1047155640511559
0.04859474300289068	-0.013755340986689277	0.2861245269320872	-0.17672209036165962	-0.1934490226076018	0.15851843720578032	0.07723093760871257	0.32393875843432457	-0.1316467470428577	0.0018207688471828481	-0.23751960650736217	0.6141880732061314	0.06721737688315306	0.6970188919463732	0.007807674487619548	0.011582713735517247	-0.11829152463322416	0.2460196665246124	-0.14351640183748646	0.21730110457359073	-0.0676661308620901	0.22146027118113612	-0.03258901130462953	-0.021957004563070738	-0.2660108256623969	-0.19677763776244564	-0.1594657051736748	-0.2947821539462023	0.38140391739065893	-0.10702000979208508	0.10029311586376224	-0.011967211115379793	-0.095995179990863	0.1262405915495797	0.08963388811474196	-0.2256814700777945	0.2482308691348086	-0.10655721754091589	-0.24308488914709633	0.2280299786281558	0.11669022961431093	0.21798612578298876	-0.3239440597843311	0.1975696078423156	0.059091601820197674	-0.09627997084206161	-0.024314092420551315	0.32926204893237365	-0.2930737221626672	-0.07822412398515283
