YLR183C	YCL066W	YJL056C	YCR040W	YML076C	YHR006W	YCR097W	YLR098C	YCR096C	YML113W	YOL067C	YMR019W	YLR013W	YJR147W	YFL021W	YDR310C	YOR032C	YDR463W	YJL110C	YKR034W	YOL089C	YCL067C	YDR520C	YDL170W	YDR081C	YPL193W	YOR240W	YER148W	YMR272WB	YKR035WA	YDR543C	YOL042W	YGR296W	YCR104W	YHR184W	YLL048C	YDR102C	YHR156C	YOR212W	YLR261C	YAR061W	YDR098CA	YGR020C	YLR023C	YKL137W	YPR188C	YDR099W	YER188CA	YPR054W	YOL102C
0.4383856	0.3881342	0.6698483	0.3921060	0.2545815	0.7802182	0.0008044	0.6752911	0.3458650	0.6471110	0.3904986	0.0420791	0.6936861	0.6176611	0.0161359	0.4886760	0.7642171	0.0301865	0.0861350	0.3335590	0.6922935	0.1845375	0.0034913	0.5726706	0.6769289	0.4339745	0.0370854	0.2235316	0.0228046	0.3357349	0.3594716	0.2918274	0.4535156	0.6443335	0.0004157	0.6968797	0.1225848	0.2197468	0.0612233	0.1587723	0.3634447	0.1835706	0.2269350	0.0491534	0.0774096	0.4526575	0.2840693	0.6008948	0.1980916	0.5007833
0.6069943	0.1341152	0.5376486	0.2267774	0.0485994	0.7396000	0.0530155	0.5078532	0.0510474	0.6746891	0.6235708	0.0353950	0.6205527	0.7513656	0.1502101	0.3617221	0.5837993	0.3406049	0.1211690	0.3247300	0.7454561	0.3963046	0.0725846	0.6560271	0.3654077	0.1939763	0.0720825	0.2601263	0.0005533	0.4886858	0.2883187	0.3728043	0.6208638	0.6381574	0.0254267	0.5887032	0.1311253	0.3382992	0.5954026	0.5716420	0.1771612	0.4078225	0.3771388	0.0018087	0.0020516	0.3526976	0.1896261	0.5810387	0.1346998	0.4936847
0.6098137	0.6900096	0.5121361	0.5104543	0.0506950	0.6313156	0.0989908	0.4348694	0.1816794	0.5733596	0.5734639	0.2667605	0.5317432	0.5024535	0.0007900	0.3174163	0.5518991	0.1224350	0.1628383	0.1116619	0.7127097	0.4782931	0.0175998	0.4581445	0.4218305	0.2087113	0.0129424	0.2316850	0.0614049	0.4765111	0.3694567	0.7972929	0.4300354	0.5546339	0.0209706	0.3781505	0.0647419	0.6976072	0.5480807	0.4794600	0.2141196	0.3364699	0.5112784	0.0009824	0.0015364	0.4390603	0.2744948	0.5153785	0.4592918	0.6198114
0.3812768	0.7490193	0.4983744	0.1933885	0.3589065	0.5414330	0.0092222	0.7560090	0.0967814	0.8551929	0.7769441	0.0581014	0.5963067	0.7365570	0.0015691	0.4391179	0.7327657	0.0065758	0.0902768	0.0608977	0.5324398	0.3837034	0.0019586	0.5475238	0.7424196	0.5674221	0.0073046	0.4119449	0.0000392	0.4332417	0.5717432	0.6114838	0.6807450	0.6682206	0.0160707	0.8617926	0.0002823	0.1958037	0.4310502	0.5675148	0.3105085	0.2975516	0.0951051	0.0023289	0.1007431	0.4566110	0.3546482	0.4041990	0.1735843	0.3764205
0.5654130	0.5891210	0.7686726	0.5196443	0.0903533	0.6105173	0.0749713	0.6657949	0.0001995	0.7006040	0.7141924	0.0590733	0.6504012	0.3948846	0.0056367	0.5325436	0.6512351	0.0475522	0.2067858	0.2229252	0.5635861	0.3327565	0.0088290	0.7314193	0.5270781	0.2104878	0.0068033	0.1616923	0.0000214	0.4253302	0.3165831	0.2931743	0.5510863	0.5095387	0.0000160	0.5514458	0.1122972	0.5258919	0.4209904	0.5694813	0.3109131	0.2215464	0.4062471	0.0195359	0.0703437	0.3524665	0.2953098	0.5635546	0.1141455	0.3000638
0.2369746	0.3605605	0.5725036	0.5720481	0.4466989	0.6651255	0.0570415	0.4399163	0.0400323	0.5225703	0.6027379	0.1182433	0.7262389	0.7717130	0.7276985	0.3621521	0.6447164	0.0174160	0.5877297	0.5335919	0.5817536	0.4202378	0.2732837	0.5823954	0.6310403	0.6092025	0.0184399	0.4245574	0.0363381	0.4061443	0.2079491	0.3278781	0.2715022	0.6222859	0.0008326	0.3927428	0.0729484	0.0375377	0.4056395	0.4658888	0.4008379	0.2948040	0.0257272	0.4171361	0.0410067	0.1782140	0.2445436	0.4601190	0.3033198	0.3732665
0.6402330	0.2639202	0.7242081	0.3078181	0.0682329	0.6451681	0.0668814	0.7145036	0.0001153	0.5322112	0.6281344	0.0707078	0.5771022	0.4945216	0.0223935	0.4140788	0.6526675	0.0195224	0.0327001	0.1096527	0.7130070	0.1128553	0.0073710	0.4686701	0.5627613	0.1435401	0.0533981	0.0960193	0.0700212	0.4069450	0.5035449	0.7536538	0.6214965	0.6101221	0.0067804	0.3412324	0.0963800	0.5337008	0.1114881	0.3677204	0.3182000	0.1937590	0.3839209	0.0264077	0.0025011	0.5804661	0.2225821	0.5899041	0.1010304	0.4882114
0.5254500	0.6199136	0.6419286	0.3065035	0.1454158	0.8612662	0.0308935	0.5865168	0.1619712	0.7000460	0.6803788	0.1746651	0.5519721	0.6038502	0.0014148	0.3317309	0.6809866	0.0165398	0.0624844	0.0773788	0.4231339	0.2408544	0.0024544	0.4803000	0.6291707	0.3364773	0.0237153	0.2297795	0.0000637	0.5165613	0.4385257	0.5266033	0.5290026	0.4561767	0.0080471	0.5326233	0.0890978	0.2768276	0.1151157	0.6565405	0.2305164	0.2846270	0.4252851	0.2365299	0.0789030	0.4662831	0.3460699	0.5643436	0.2874231	0.3273479
0.3674568	0.4765366	0.6558309	0.5877057	0.4068886	0.6811451	0.0064284	0.3617789	0.1496796	0.4748696	0.6735888	0.3487019	0.7757489	0.6854915	0.0003856	0.2847010	0.5215029	0.0341514	0.1303655	0.1060852	0.3892697	0.2741131	0.2575576	0.4035034	0.5399289	0.6087965	0.0039252	0.3130065	0.0709347	0.3748300	0.4587140	0.6883553	0.5088202	0.7170957	0.0000884	0.6596545	0.0002925	0.4501686	0.2838648	0.7485735	0.3513805	0.2006343	0.0297504	0.1525177	0.0301214	0.2414896	0.1995403	0.7185085	0.3008141	0.5244551
0.6097162	0.4492829	0.6583144	0.2416454	0.0318966	0.6591840	0.0454439	0.6519145	0.0000728	0.5527626	0.5450530	0.4399683	0.6472456	0.6743368	0.0388562	0.4634809	0.5985995	0.0740830	0.0082488	0.1952561	0.6548245	0.3557445	0.0036733	0.6354748	0.5441960	0.1759429	0.0018130	0.1218288	0.0280803	0.4386382	0.4167287	0.4768618	0.5650713	0.5987623	0.0207447	0.5909847	0.0885401	0.4463121	0.2448374	0.6414542	0.2368128	0.2639036	0.4132224	0.1716103	0.0855843	0.4069970	0.2618068	0.6430349	0.1347902	0.5074051
