YBR182C	YOR140W	YGR044C	YGL254W	YCR018C	YLR131C	YPL038W	YCL067C	YIR017C	YJL056C	YNL103W	YLR013W	YOL067C	YCL066W	YKL185W	YIL101C	YMR019W	YJL110C	YPL177C	YJR147W	YMR021C	YGR249W	YDR421W	YKL043W	YOL089C	YMR017W	YPL176C	YDR371W	YDL071C	YDR370C	YPR107C	YNL336W	YBL074C	YNL327W	YDR525WA	YDR381CA	YDR351W	YLL033W	YGR271W	YDR380W	YOR276W	YNR049C	YDL060W	YDR416W	YGL097W	YLR394W	YLR389C	YEL070W	YER087CA	YHR193C
0.6209874	0.2312845	0.0164880	0.0996897	0.2495462	0.6363289	0.7814912	0.1447620	0.0743056	0.6083397	0.7029425	0.7353290	0.5462641	0.5453772	0.0027518	0.6049130	0.6503041	0.6406569	0.4899898	0.5877480	0.5522050	0.0745781	0.6507580	0.7806074	0.3206648	0.0511672	0.0037675	0.3851048	0.0004006	0.2141051	0.5728760	0.6826753	0.2855665	0.6526336	0.0476771	0.3702514	0.0751630	0.3813497	0.4091913	0.1711765	0.4858041	0.1476542	0.2989827	0.8073873	0.4299078	0.6240521	0.8095537	0.4872498	0.4087108	0.0860478
0.6162545	0.1742299	0.7404839	0.2332730	0.3598022	0.5167864	0.4101051	0.0023287	0.0504928	0.4673555	0.6092323	0.7728852	0.7058307	0.2371328	0.0002932	0.2727179	0.0728386	0.6856607	0.1910245	0.4021850	0.5973130	0.7365757	0.7243695	0.7083994	0.8232746	0.4134578	0.0391858	0.5253510	0.1717700	0.0109980	0.1571188	0.5381304	0.6173792	0.6091124	0.1007543	0.2721749	0.0246782	0.5110658	0.0707850	0.2565920	0.6100120	0.0922323	0.3270448	0.7357076	0.5299102	0.7725880	0.7094284	0.4257594	0.2716059	0.1478380
0.6989439	0.0225155	0.0353996	0.1615858	0.0218286	0.7930355	0.5790230	0.1255778	0.0454438	0.6813836	0.5819540	0.6865967	0.6355062	0.1449172	0.3205413	0.3263875	0.0915384	0.4953113	0.0594884	0.2864914	0.7245841	0.6301383	0.6532476	0.4353338	0.5509792	0.0626144	0.0242317	0.7066153	0.7435432	0.0794103	0.0906632	0.4061423	0.7347006	0.6466208	0.2679359	0.5742412	0.0697110	0.5982932	0.4113498	0.3470686	0.4391044	0.1069448	0.3568652	0.7000494	0.3631499	0.6957800	0.6504567	0.1777594	0.3666657	0.3684674
0.7083478	0.4154029	0.3443059	0.2555598	0.6428802	0.7563039	0.6537783	0.0126985	0.0418391	0.6747492	0.7540688	0.4964976	0.5114441	0.4622815	0.0000388	0.4013456	0.1642109	0.8287523	0.3826888	0.4388448	0.8274368	0.1830847	0.7088969	0.6611494	0.7745419	0.0070133	0.0300122	0.1106376	0.0595646	0.1050271	0.2960134	0.5360284	0.3768395	0.6148432	0.0690073	0.2774213	0.0066493	0.2830308	0.4772030	0.2606857	0.4564313	0.2456900	0.4942599	0.5240772	0.6758754	0.7891261	0.7342529	0.4984487	0.4854624	0.0481173
0.7463449	0.3376825	0.1637727	0.1613756	0.1614581	0.4810626	0.4509639	0.1059065	0.0163636	0.5389303	0.6370833	0.6927283	0.7838112	0.0855806	0.1190480	0.3090487	0.0367524	0.6654664	0.3994148	0.6109160	0.5699278	0.1367959	0.5762507	0.4478755	0.6337217	0.2403652	0.0026351	0.2087155	0.3300821	0.4367388	0.4768605	0.4044531	0.6571545	0.5659655	0.1941463	0.3353624	0.0336298	0.4149216	0.1872454	0.2935182	0.2132964	0.1224904	0.4276794	0.6098019	0.2472451	0.7438488	0.5820411	0.3978162	0.3045685	0.2620180
0.7086326	0.1674346	0.0538676	0.6815477	0.0115123	0.7674101	0.4264039	0.1811481	0.0237736	0.6494998	0.8735082	0.3897868	0.7163412	0.2284117	0.1187603	0.5162817	0.5711442	0.6701007	0.2337408	0.6523614	0.6930792	0.1501255	0.7163279	0.7376046	0.5705209	0.1763664	0.0252726	0.3957581	0.6007788	0.5258157	0.7093268	0.3843997	0.4341662	0.6243896	0.0649134	0.1392129	0.0207958	0.7060870	0.1336093	0.2849336	0.5515004	0.0383894	0.3461354	0.7077921	0.8631270	0.7739750	0.6101825	0.5244435	0.3980097	0.4073262
0.5750684	0.4335067	0.0658665	0.0970720	0.3513214	0.4915039	0.6811112	0.1814004	0.1187364	0.6776255	0.7565593	0.6293005	0.3920958	0.2960605	0.1066037	0.7433579	0.1600053	0.7632122	0.0329876	0.5974522	0.3929247	0.1508719	0.7333470	0.8192102	0.6403824	0.1010207	0.0284306	0.2144587	0.2261715	0.3271138	0.4361992	0.5365547	0.2855750	0.7469786	0.0700831	0.4400955	0.0085462	0.2991836	0.0799885	0.2183070	0.4103238	0.3245129	0.3238880	0.6535861	0.4724295	0.5741039	0.7449375	0.0725934	0.3451115	0.5182914
0.6183625	0.1178060	0.0604287	0.2808747	0.0368323	0.6509381	0.7339453	0.1639940	0.0072124	0.6127117	0.7421182	0.6847161	0.7793535	0.1125949	0.2277424	0.4251682	0.3962601	0.8423166	0.2778156	0.6109807	0.6853209	0.4467672	0.8021722	0.7659380	0.5681916	0.2022698	0.0138475	0.6584285	0.8416163	0.1046809	0.2910148	0.5891295	0.6427080	0.7009062	0.1136884	0.1842317	0.0350788	0.3349526	0.2290014	0.2403581	0.6323996	0.0470374	0.3286619	0.6337896	0.2545486	0.6854130	0.6346843	0.5153196	0.3685368	0.2967885
0.7983777	0.4642089	0.5421256	0.0928479	0.2338365	0.7814243	0.6192172	0.0030742	0.0120872	0.6469900	0.5847661	0.5364688	0.4655861	0.4532881	0.0536423	0.5398204	0.3001303	0.7580880	0.1203283	0.5386598	0.7663046	0.3900287	0.7625338	0.7228225	0.6003886	0.4619011	0.0029177	0.4677530	0.0609133	0.0617941	0.1291497	0.4493280	0.2691866	0.6032305	0.0369726	0.4127098	0.0319821	0.2677690	0.3539546	0.2964166	0.4131251	0.1856017	0.3665169	0.7030301	0.6119507	0.8438372	0.6892912	0.4963312	0.3092532	0.1834015
0.7772209	0.2856793	0.0096349	0.0652864	0.0104725	0.6885075	0.7127099	0.1428035	0.0621937	0.7089370	0.7825686	0.1922660	0.7313938	0.2281669	0.1562054	0.5934654	0.2777678	0.6757796	0.3219288	0.4247315	0.6471860	0.5103492	0.7623348	0.6370863	0.4539585	0.5027272	0.0038799	0.6026666	0.6275675	0.1312988	0.2304778	0.6628037	0.7335371	0.7616419	0.0684936	0.3103364	0.0680704	0.2725557	0.0950652	0.2308621	0.4722196	0.0668021	0.5806716	0.5822605	0.7734136	0.6758278	0.5356877	0.6556911	0.5532926	0.3329817
