YBR182C	YDL060W	+
YBR182C	YDR351W	-
YBR182C	YHR193C	+
YBR182C	YKL185W	-
YBR182C	YLR389C	+
YBR182C	YLR394W	+
YBR182C	YNL336W	+
YBR182C	YOR140W	+
YBR182C	YPL176C	-
YCL067C	YCL066W	+
YCL067C	YGR044C	-
YDR421W	YCL066W	-
YDR421W	YCL067C	+
YDR421W	YDR380W	-
YDR421W	YDR381CA	-
YGL254W	YOR140W	-
YGR044C	YCR018C	+
YGR044C	YOR140W	+
YGR249W	YDR370C	-
YGR249W	YDR371W	+
YGR249W	YPR107C	-
YIL101C	YBR182C	+
YIL101C	YGR249W	+
YIL101C	YJR147W	+
YJL056C	YCL066W	-
YJL056C	YCL067C	-
YJL056C	YHR193C	+
YJL056C	YNL336W	-
YJL110C	YCL066W	+
YJL110C	YCL067C	-
YJL110C	YDR416W	+
YJR147W	YGR249W	-
YJR147W	YMR017W	+
YJR147W	YMR019W	+
YKL043W	YDR525WA	-
YKL043W	YEL070W	+
YKL043W	YGR249W	+
YKL043W	YIL101C	+
YKL043W	YMR017W	-
YKL043W	YMR019W	+
YKL043W	YOR276W	+
YKL043W	YPL177C	+
YKL185W	YDL071C	+
YLR013W	YCL066W	-
YLR013W	YCL067C	-
YLR013W	YNL336W	-
YLR131C	YDR525WA	-
YLR131C	YER087CA	+
YLR131C	YGR044C	-
YLR131C	YHR193C	-
YLR131C	YJR147W	-
YLR131C	YKL185W	+
YLR131C	YNL327W	+
YLR131C	YOR140W	-
YMR021C	YGL097W	-
YMR021C	YHR193C	-
YMR021C	YPL177C	-
YNL103W	YIR017C	-
YNL103W	YLL033W	-
YNL103W	YNR049C	-
YOL067C	YGL254W	+
YOL067C	YGR271W	+
YOL067C	YMR019W	+
YOL067C	YNR049C	-
YOL089C	YBL074C	+
YOL089C	YDL071C	+
YOL089C	YGL097W	+
YOL089C	YGR271W	-
YOL089C	YMR019W	-
YOL089C	YNL336W	-
YPL038W	YBL074C	-
YPL038W	YGL254W	-
YPL038W	YHR193C	-
YPL038W	YIR017C	-
YPL038W	YLL033W	-
YPL177C	YEL070W	+
YPL177C	YIL101C	-
