YCL066W	YGL089C	-
YCL067C	YCL066W	-
YCL067C	YGL089C	-
YCL067C	YGR044C	+
YCR040W	YGL089C	-
YCR065W	YDR143C	+
YCR065W	YDR356W	+
YCR065W	YEL058W	+
YCR065W	YGL209W	+
YCR065W	YGL210W	+
YCR065W	YGR288W	+
YCR065W	YHL049C	-
YCR065W	YLR037C	-
YCR065W	YLR228C	+
YCR065W	YMR250W	+
YDL170W	YCR039C	+
YDL170W	YCR040W	+
YDL170W	YCR105W	-
YDL170W	YDR210WD	-
YDL170W	YKR102W	-
YDR421W	YCL066W	-
YDR421W	YCL067C	+
YGL035C	YJR159W	-
YGL035C	YKL109W	-
YGL035C	YMR280C	-
YGL035C	YPL248C	-
YGL209W	YGL035C	-
YGL209W	YKL109W	+
YGL209W	YMR280C	+
YGL209W	YPL248C	+
YGR044C	YOR140W	+
YJL089W	YGL230C	+
YKL032C	YAL064CA	+
YKL032C	YKL043W	-
YKL043W	YAL064CA	+
YKL043W	YBR112C	+
YKL043W	YCR065W	-
YKL043W	YER045C	-
YKL043W	YIL175W	-
YKL043W	YIR019C	+
YKL043W	YJR159W	+
YKL043W	YKL109W	-
YKL043W	YKR102W	+
YKL043W	YMR019W	+
YKL043W	YPL177C	-
YKL109W	YCL066W	-
YKL109W	YCL067C	+
YKL109W	YCR039C	-
YKL109W	YCR040W	-
YKL109W	YHL049C	-
YKL109W	YIL175W	-
YKL109W	YPR020W	-
YKL109W	YPR187W	+
YML099C	YOR303W	-
YML099C	YPL177C	+
YMR019W	YIL166C	-
YMR042W	YDR210WD	+
YMR042W	YOR303W	+
YMR042W	YPL177C	+
YMR280C	YJL089W	+
YOL067C	YDR210WD	+
YOL067C	YMR019W	+
YPL177C	YFR006W	+
YPL177C	YIR019C	-
YPL177C	YJR159W	-
YPL248C	YCL066W	+
YPL248C	YCL067C	+
YPL248C	YCR105W	+
YPL248C	YDR006C	-
YPL248C	YGR102C	+
YPL248C	YNR081W	+
YPL248C	YOR140W	+
