YMR037C	YGL162W	YMR070W	YPL177C	YIL101C	YCR096C	YML113W	YGR249W	YDR123C	YMR021C	YBR297W	YJL110C	YMR042W	YER045C	YDR520C	YCL066W	YMR019W	YCL067C	YKL043W	YPR199C	YNL167C	YOR113W	YCR097W	YOL067C	YGL254W	YGL231C	YJR150C	YMR135WA	YMR169C	YNL001W	YLR042C	YMR136W	YLR171W	YJR044C	YAL062W	YLR023C	YCR107W	YDR309C	YPR123C	YDR544C	YER189W	YMR170C	YER145C	YAR050W	YGR073C	YJR050W	YBR013C	YBR292C	YGR136W	YGL001C
0.0722621	1.0575829	0.8861105	0.0719584	0.9478187	0.8441722	0.9338402	0.5067678	1.0986058	0.9078688	0.1169040	0.9939001	1.0640405	0.0885625	0.3664429	0.0646582	1.1409435	0.1540090	1.1338668	0.9394390	0.9571710	0.9749738	0.9882819	0.9364672	0.7299834	0.0123297	0.1845615	0.3134798	0.0991122	0.8064957	1.0132704	0.5411210	0.2225929	0.5972822	0.4031014	0.6097012	0.9915511	0.3686643	1.0628348	0.6366905	0.9309203	0.0309589	0.7002646	0.0667485	0.6344953	1.0561631	0.0102128	0.3658942	0.5856010	0.4267352
0.4724827	0.4751266	0.9107712	0.0597938	1.0246020	0.6667962	1.0592439	0.7104154	1.0133615	1.0759978	0.1193720	1.0245382	0.9083135	0.2940400	0.4510932	0.0608841	0.7617282	0.1156614	1.1182289	1.0850671	1.0357088	1.0719763	1.0925054	0.8952495	0.6814155	0.5360770	0.1917177	0.2799329	0.6688656	0.5285460	0.3323798	0.6821067	0.2298643	0.4939867	0.3095082	0.6784587	0.9848298	0.4237374	1.0662516	0.5829075	0.9908219	0.8417913	0.7594371	0.1120157	0.8521493	1.0021346	0.0981120	0.5625524	0.4437685	0.4141719
0.0924236	1.0350536	0.4241782	0.0539381	1.0952201	0.8869993	1.0851939	0.4964624	0.9972992	1.0278228	0.1170427	0.9869252	0.9726225	0.1409140	0.4434883	0.0986548	1.0675631	0.1270612	0.9289195	1.0225414	0.8994800	1.0406800	1.1974974	0.9675358	0.5259466	0.0617844	0.2091153	0.3277598	0.1512521	0.8427077	0.8441138	0.4390736	0.1991616	0.5275476	0.2899387	0.7591536	1.0338251	0.3887884	0.9730005	0.5603172	0.9731828	0.0494705	0.7547093	0.1235089	0.6476216	0.9813007	0.0156224	0.4650859	0.5125617	0.4289895
0.1295087	0.9685678	0.8265746	0.0497534	1.1320233	0.8871086	1.0163512	0.4854965	1.0096366	0.9380358	0.0987418	1.0405486	1.1032093	0.0886445	0.4731779	0.0951744	0.9992588	0.1516058	1.0267258	1.0979828	1.0782011	0.9389079	0.8863426	1.0406681	0.7204287	0.0582509	0.2337882	0.3173636	0.2202157	0.8539612	0.7744452	0.5123489	0.2531748	0.4831800	0.3705655	0.5644229	1.0995294	0.3890256	1.0578817	0.6295647	1.1448555	0.0546385	0.6868131	0.0851794	0.7155047	0.9884776	0.0173910	0.3174802	0.4698789	0.4758614
0.1284023	0.9433005	0.7919323	0.0608782	0.5139795	0.9371084	1.0903092	0.4951575	1.0455938	0.9166433	0.1094837	1.0615498	0.9352371	0.0729439	0.3978190	0.0810447	0.9810783	0.1854835	0.9405327	1.0634646	0.9319819	0.9980216	0.9788696	1.0193980	0.6639990	0.0258268	0.2641451	0.3214880	0.1996020	0.8817913	0.9172919	0.4137950	0.1971782	0.4440146	0.2961204	0.6207184	1.0081208	0.5027205	1.0590953	0.7412650	1.0930871	0.0227489	0.6412504	0.0886851	0.6724323	0.9569803	0.0165662	0.4433916	0.4197367	0.4042398
0.1247500	1.1020576	0.7357704	0.0528735	1.0474085	0.4482659	0.9773133	0.4853892	0.9690089	1.1278038	0.1054712	1.0327667	1.0387061	0.0713308	0.5464865	0.0571612	0.9305957	0.1085406	1.0690367	0.9708347	1.0052273	0.8689932	1.0524478	1.0406028	0.5467697	0.0483275	0.2120999	0.3483278	0.2036195	0.7958890	0.8112611	0.4715449	0.2955505	0.5226284	0.2736422	0.7710008	1.0747386	0.3650329	1.0927597	0.5712955	1.0924023	0.0539636	0.7438654	0.1105598	0.6921213	1.0047309	0.0192984	0.4631642	0.4285230	0.4989605
0.1176822	0.9849964	0.7920873	0.0833017	0.9828040	0.9233748	0.5242060	0.4869430	1.0576161	0.9620829	0.0873862	1.0223759	1.0518114	0.0798756	1.0011091	0.0960745	0.9869978	0.1726275	1.0777296	1.0011892	1.0012673	0.9821156	0.9926899	0.8821475	0.5221848	0.0496819	0.2271593	0.3378062	0.2546891	0.8138388	0.8240960	0.4430120	0.1834841	0.4940675	0.2378089	0.6270248	1.0713824	0.4276563	1.0044147	0.4394217	0.9220445	0.0430467	0.7018476	0.0929224	0.6445288	0.9397115	0.0206478	0.4694979	0.4264416	0.5675165
0.1862918	0.9481722	0.8729600	0.0618012	1.0675457	0.8356557	0.9323653	0.2316909	1.0259823	1.0270505	0.1068371	1.0454547	0.9527762	0.0787787	0.5320714	0.0685563	1.0020009	0.1541669	1.1186538	1.1729964	1.0640368	1.1462899	0.9800740	1.0313507	0.5765887	0.0786691	0.1804995	0.3446246	0.3158382	0.8751274	0.9515951	0.5220710	0.1980245	0.5131505	0.2249450	0.5744963	0.9641319	0.4118248	0.9512305	0.5947076	0.8914617	0.0473327	0.7899809	0.0969952	0.1598187	1.0663688	0.0068691	0.4368537	0.4238643	0.5187349
0.1569387	1.0292863	0.6031794	0.0756034	0.9752000	0.9459704	0.9571376	0.5660205	0.4701534	0.9568562	0.0867455	1.1512398	1.0805126	0.0755359	0.5218185	0.0723526	1.0400940	0.1381800	0.9429268	0.9331988	1.1036344	1.0269881	1.0178306	0.9638115	0.5581119	0.0335400	0.2639939	0.3628886	0.2350521	0.7691222	0.8865915	0.4933479	0.8210004	0.5972218	0.3495871	0.7365343	0.9404415	0.4379462	0.9545157	0.6055512	0.9783861	0.0397936	0.6190620	0.1116871	0.7083992	1.0510899	0.0097372	0.4426038	0.4581091	0.4368686
0.0888372	1.0192063	0.7945741	0.1626188	0.9678329	0.9549585	1.0240767	0.4780768	1.0602821	0.5041120	0.2944238	0.9338318	0.9153667	0.1038902	0.4348818	0.0796196	0.8589392	0.1809445	0.9145748	1.0625922	0.9884225	1.0069015	0.9945608	0.9476895	0.7158965	0.0959975	0.1810433	0.1176457	0.2204194	0.8211152	0.8923893	0.4428193	0.2283425	0.6730792	0.5709008	0.6500426	1.0872450	0.3924940	0.6684597	0.6814084	1.0928235	0.0356098	0.3772972	0.0895416	0.6817033	1.0938839	0.0189972	0.3738869	0.5549926	0.4098573
