YBR033W	YER169W	YIL085C	YML027W	YCR096C	YJL110C	YFL021W	YCR040W	YML113W	YPR199C	YCR097W	YDL170W	YLR098C	YDR520C	YGL162W	YML099C	YCL067C	YPL075W	YMR070W	YCL066W	YPL230W	YDR310C	YPL248C	YPL177C	YKR099W	YBR196CA	YGR258C	YDR014W	YER047C	YMR243C	YDR493W	YBL029W	YBR290W	YDR067C	YJL203W	YLR465C	YIL099W	YDR402C	YGL206C	YBL075C	YBR196CB	YBR211C	YLL033W	YKR003W	YJL081C	YAR002W	YML006C	YEL049W	YCR019W	YNL209W
0.0000000	0.8337218	0.0279785	0.6415160	0.7243882	0.0285957	0.6862904	0.5379287	0.7384707	0.6907423	0.6539000	0.7830692	0.6453720	0.4035038	0.2662877	0.0319689	0.1423717	0.3690561	0.1286525	0.2437338	0.4371201	0.2402645	0.7524632	0.2253866	0.5389569	0.5096278	0.6870905	0.0673408	0.2599544	0.4935952	0.4469073	0.7490818	0.0238832	0.2348827	0.1263439	0.2403639	0.1365596	0.3194369	0.2876066	0.0196575	0.1426816	0.2621557	0.1140877	0.0806873	0.3726619	0.7068894	0.3995283	0.8596395	0.0589584	0.0812106
0.0390002	0.0000000	0.0119888	0.6952221	0.6085878	0.0772184	0.7052403	0.5431169	0.6058294	0.6830499	0.5898389	0.6306619	0.7539899	0.4082910	0.2127912	0.0485625	0.0550832	0.3930978	0.0685964	0.2781210	0.7346844	0.2743162	0.7094372	0.2737370	0.5533147	0.6187576	0.6401559	0.0579854	0.3190414	0.5373234	0.4105887	0.5757601	0.0715596	0.5877733	0.1022008	0.2927516	0.1105435	0.1937631	0.2809692	0.2047425	0.1451173	0.3188486	0.7874067	0.0546195	0.2811229	0.6619300	0.5070967	0.5798332	0.0438787	0.1100933
0.7586806	0.7687301	0.0000000	0.6169924	0.7531379	0.0271195	0.6658922	0.6733764	0.7920690	0.6053483	0.7453486	0.7350917	0.6575309	0.4649147	0.2013494	0.0843781	0.1617583	0.4153893	0.2656896	0.3057710	0.4849562	0.3240644	0.8319949	0.2119035	0.3765532	0.5648105	0.6537712	0.1265040	0.3354077	0.3798642	0.4290323	0.7010257	0.0523339	0.3484493	0.1164986	0.2595728	0.0776716	0.2751423	0.2352177	0.0026188	0.0997928	0.3181901	0.1416909	0.1450194	0.2985679	0.6407677	0.3848063	0.7394083	0.0505493	0.1414109
0.6467744	0.6921240	0.5491765	0.0000000	0.6597167	0.0364011	0.6794104	0.4571083	0.6326843	0.6431134	0.8698787	0.7110987	0.8113060	0.4721702	0.8578555	0.0580119	0.0404018	0.7242022	0.6404803	0.3313811	0.2178379	0.3400582	0.7623727	0.0518079	0.4353551	0.2267421	0.6340480	0.6645834	0.4479147	0.3841162	0.4142850	0.6478783	0.7282258	0.2329491	0.2869330	0.3341650	0.0131766	0.2279446	0.1218454	0.4476783	0.3728610	0.3300925	0.1147299	0.4653006	0.6680675	0.6916186	0.0453180	0.0039700	0.2970289	0.6591355
0.7085663	0.7914624	0.0214654	0.6391671	0.0000000	0.0271935	0.7355070	0.4028551	0.7637980	0.8956081	0.6415674	0.6800451	0.7894640	0.4733648	0.3657122	0.0327859	0.0864293	0.3935444	0.3079321	0.2779853	0.4155468	0.3450058	0.7604997	0.1737022	0.4982424	0.6379510	0.5363311	0.0930812	0.3345018	0.4225453	0.4451636	0.6768963	0.0128766	0.2395914	0.2027730	0.2252997	0.0908476	0.1614495	0.1734118	0.0032663	0.1397250	0.3809494	0.1831609	0.0891198	0.5347126	0.6726329	0.3606349	0.5807248	0.0381135	0.1080842
0.5294129	0.7502859	0.0171845	0.6947798	0.7295920	0.0000000	0.6813863	0.6044982	0.5770951	0.6667195	0.6192966	0.6848946	0.8690934	0.5724283	0.4282828	0.0399715	0.1648220	0.4895727	0.1939564	0.2611623	0.5659130	0.2754228	0.6873729	0.2051766	0.5402178	0.5445922	0.6359046	0.0973287	0.2970667	0.4346240	0.5450325	0.7011166	0.0168833	0.2873097	0.1747290	0.2847575	0.1818139	0.2261988	0.2744474	0.0103917	0.1761069	0.3699198	0.1969215	0.0618746	0.2464950	0.6436731	0.4378366	0.6858903	0.0990737	0.1564763
0.7459239	0.8005808	0.0075597	0.6913739	0.5290309	0.6785390	0.0000000	0.2886521	0.6144440	0.6095547	0.6669556	0.8454993	0.8942003	0.6731149	0.2663795	0.7090457	0.0008043	0.4553422	0.1687820	0.3625286	0.4586627	0.2437817	0.7641654	0.3840504	0.0706537	0.7258682	0.6580472	0.0565412	0.3096612	0.1307070	0.4427753	0.7039092	0.0104358	0.0011010	0.1037986	0.5712567	0.4423104	0.1995506	0.2099357	0.0161339	0.1969701	0.4463647	0.1420979	0.0359932	0.2293264	0.6307047	0.4838038	0.6286139	0.0729071	0.1216309
0.6148538	0.7340558	0.0241887	0.8132567	0.6880918	0.0230068	0.6638418	0.0000000	0.7185613	0.7812481	0.6759420	0.7290838	0.5424898	0.4319274	0.2608527	0.0702301	0.1335987	0.3400948	0.1842864	0.3059160	0.6194612	0.3081310	0.7175394	0.1802631	0.4675605	0.6383382	0.6433590	0.0584624	0.4923545	0.4999449	0.4196528	0.6368170	0.0150561	0.2832220	0.1285291	0.2153454	0.1091480	0.2608663	0.2126396	0.0215642	0.1385803	0.3688509	0.2242614	0.1063053	0.3843895	0.6337920	0.5023931	0.7474926	0.0527684	0.1062999
0.6751945	0.7061073	0.0202604	0.6095444	0.8010749	0.0258371	0.6193347	0.4937129	0.0000000	0.6433383	0.7017967	0.6999025	0.6522795	0.1890320	0.2436044	0.0524600	0.1137471	0.5017840	0.1595199	0.2841295	0.5321874	0.2290049	0.8943789	0.2061782	0.4211147	0.7779899	0.6967014	0.0433737	0.4103199	0.4366137	0.5101091	0.7106075	0.0267881	0.3016735	0.5735919	0.0014000	0.1197252	0.1540882	0.2350147	0.0023251	0.1068053	0.3982599	0.1756597	0.0499972	0.3099090	0.8315262	0.3831364	0.5800207	0.0527092	0.1046357
0.5767129	0.6668602	0.0264824	0.8257104	0.6915965	0.0498154	0.8211602	0.5701851	0.7175699	0.0000000	0.7255768	0.6840842	0.7383281	0.5207519	0.2793469	0.0291172	0.0971498	0.3672570	0.2707361	0.2592606	0.5072782	0.3211035	0.6706960	0.1853332	0.6703116	0.6615874	0.5106853	0.0741760	0.4231013	0.5068543	0.3805478	0.6260680	0.0220482	0.2815614	0.1464325	0.2460435	0.1345571	0.1398909	0.3121544	0.0061927	0.1318429	0.4643665	0.2138968	0.0871641	0.3565555	0.6911875	0.4019005	0.7092376	0.1196766	0.1118565
