YCL066W	YIL099W	+
YCL067C	YCL066W	+
YCR096C	YCR040W	+
YCR097W	YCL066W	-
YCR097W	YCR040W	-
YDL170W	YCR019W	-
YDL170W	YCR040W	-
YDL170W	YLR465C	-
YDR310C	YDR402C	+
YDR310C	YGR258C	-
YDR310C	YPL075W	+
YER169W	YBL075C	-
YER169W	YBR033W	+
YER169W	YDR067C	-
YER169W	YLL033W	-
YFL021W	YCR019W	-
YFL021W	YCR096C	+
YFL021W	YDR067C	+
YFL021W	YDR520C	-
YFL021W	YJL110C	-
YFL021W	YKR099W	+
YFL021W	YML099C	-
YGL162W	YBL029W	+
YGL162W	YIL099W	+
YGL162W	YLL033W	-
YGL162W	YMR070W	+
YGL162W	YPL177C	-
YGL162W	YPL230W	-
YJL110C	YCL066W	+
YJL110C	YCL067C	-
YJL110C	YCR019W	-
YJL110C	YCR040W	-
YJL110C	YCR096C	-
YJL110C	YLR465C	+
YKR099W	YMR243C	+
YLR098C	YCL066W	+
YLR098C	YCL067C	-
YLR098C	YCR040W	+
YLR098C	YDR310C	-
YLR098C	YER047C	-
YML027W	YBL075C	-
YML027W	YBR290W	-
YML027W	YCR019W	-
YML027W	YCR096C	+
YML027W	YDR014W	-
YML027W	YEL049W	+
YML027W	YGL162W	-
YML027W	YIL085C	-
YML027W	YJL081C	-
YML027W	YJL203W	-
YML027W	YML006C	+
YML027W	YNL209W	-
YML027W	YPL075W	-
YML099C	YPL177C	+
YML113W	YCR096C	-
YML113W	YDR520C	+
YML113W	YJL203W	-
YML113W	YLR465C	+
YMR070W	YIL099W	-
YMR070W	YKR003W	+
YPL075W	YBR196CA	-
YPL075W	YBR196CB	+
YPL177C	YBL029W	+
YPL177C	YIL099W	+
YPL230W	YGL206C	+
YPL248C	YAR002W	+
YPL248C	YBR211C	-
YPL248C	YCL066W	+
YPL248C	YCL067C	-
YPL248C	YDR493W	+
YPR199C	YCR040W	+
YPR199C	YCR096C	-
