YCR097W	YCR040W	YPR199C	YJL056C	YHR006W	YCL066W	YKL109W	YDL170W	YLR013W	YGR044C	YOR032C	YCR018C	YLR098C	YOR140W	YJL110C	YDR146C	YKR034W	YGL162W	YMR070W	YHL027W	YLR131C	YGL035C	YDR123C	YOR344C	YER045C	YJL166W	YNL253W	YDR275W	YKL141W	YMR086CA	YPL026C	YHR111W	YHR145C	YIR006C	YDR129C	YOL042W	YDR210WD	YEL001C	YFL022C	YER177W	YMR136W	YIL099W	YOL157C	YNL254C	YGR073C	YGR019W	YPL251W	YPL078C	YLR463C	YFR017C
1.0087733	0.4287352	0.3737075	0.8812455	0.5671980	0.7288169	0.9688974	0.7121883	0.3917718	0.1159043	0.5130822	0.5406892	1.0699317	0.3939768	0.8181971	0.6218071	0.0211116	1.0416731	0.7326406	0.8842298	0.6810726	0.6573710	0.8764959	0.6448818	0.8214971	0.3146887	0.2818664	0.5172379	0.0397848	0.2980317	0.8100654	0.5397826	0.0188220	0.8004353	0.5737878	0.7852370	0.3934735	0.8152410	0.5155986	0.4460382	0.4394067	0.3661451	0.7327956	1.0477561	0.6933010	0.0747321	0.2507216	0.3915241	0.0056569	0.7374190
1.1581246	0.1892792	0.9594776	0.9880472	0.0023515	0.3835145	1.0219178	0.7303331	0.5039664	0.1624218	1.0069038	0.4802849	0.9595558	0.3251524	1.0375342	0.6820478	0.0159157	0.9844430	1.0185246	0.6319637	0.9326912	0.9247156	0.9867897	0.9265912	1.0148769	0.2899170	0.2195592	0.4351602	0.0138498	0.7596594	0.1896556	0.6887751	0.0334446	0.9721588	0.5164429	0.7201572	0.7266122	0.9860540	0.6077682	0.0519261	0.4653930	0.0847068	0.9106607	1.0493315	0.7383597	0.1561443	0.1753180	0.6548934	0.0025540	0.6661279
0.7225345	0.6197245	1.0311650	1.0516549	0.0022491	0.6760521	0.8957258	0.7724393	0.4407674	0.2895939	1.0376765	0.3003162	0.6773594	0.2550096	0.6786257	0.6761890	0.0089638	0.9031892	0.9431752	0.4547244	0.8710510	0.7773937	0.6943988	0.6807141	1.0272121	0.3623325	0.3581738	0.6974654	0.0465152	1.0273105	0.7016199	0.7201586	0.0342577	0.9330110	0.4999049	1.0751557	0.7693696	0.8245256	0.6883231	0.4857605	0.5716819	0.5924719	0.4874253	0.9826164	1.0964321	0.0578393	0.0335631	0.6077339	0.1963450	0.7244499
0.7168207	0.5184960	1.1124788	0.9656575	0.0009485	0.3665741	0.8877279	1.0038342	0.7343324	0.3332553	0.9675621	0.2754981	0.9633900	0.2727549	0.9526964	0.5813737	0.0018950	0.8203510	0.9177812	0.5788362	0.8515099	0.9932352	0.8820929	0.8421307	0.7556790	0.2094025	0.2761847	0.4002156	0.0331937	1.0346011	0.4956264	0.7208743	0.0064351	1.0349703	0.3869906	0.9136472	0.6445819	0.7852121	0.5296346	0.1372192	0.5937804	0.1430376	0.9690846	1.0703699	0.6450216	0.3222982	0.0864259	0.4329327	0.0422009	0.9639757
1.0101914	0.4451385	1.0219998	1.0067424	0.1852759	0.5195163	0.9728379	0.9807361	0.4260639	0.2984584	1.2164268	0.3492844	1.0123946	0.0240712	1.0043522	0.3264336	0.0311046	0.9243764	0.9713394	0.6626854	0.8452634	1.1118612	1.0075630	0.9110879	0.6132191	0.2713362	0.2908541	0.4086575	0.0609719	0.9918048	0.1772866	0.6234862	0.0064934	0.9762949	0.5607167	0.9482301	0.5031876	0.9513211	0.6465331	0.2660465	0.4863340	0.0677893	0.7746391	1.0128275	0.5307622	0.4884911	0.1154825	0.7178366	0.1380540	0.8425572
0.9204856	0.2783589	0.9666671	0.5008546	0.0006157	0.8296932	0.8884258	1.0351081	0.4395664	0.2331503	0.8129710	0.3949836	0.6561507	0.2578581	0.5654889	0.7188707	0.0202455	0.9878016	0.7071138	0.7693105	0.4053848	1.0189654	1.0396512	0.9196276	0.9440647	0.1895913	0.5585033	0.1781300	0.1141939	0.9408698	0.2812263	0.5495861	0.2677017	0.9223949	0.3584211	1.0627740	0.8104720	0.9665981	0.5441882	0.2694392	0.4356523	0.5368453	0.7868960	0.9679627	0.3964787	0.0223404	0.0812141	0.5153989	0.1510545	0.5862160
0.7409895	0.5002583	1.0173420	1.0395637	0.0712874	0.7286809	0.8567224	1.0973539	0.4340866	0.6478910	0.6389088	0.1597920	0.8553104	0.0081806	1.0035307	0.4629224	0.0250807	0.5634057	0.8543483	0.2565773	1.0491417	1.0343751	1.0276526	1.0282708	0.8764908	0.1879056	0.2926353	0.4886245	0.0641158	1.0092356	0.8162412	0.5156407	0.0250193	0.9848301	0.3820253	1.0931001	0.7550906	1.0422993	0.9162147	0.1019863	0.6361567	0.4324505	0.6229755	1.0934717	0.6497935	0.1865129	0.1319960	0.5862899	0.1821782	0.9891246
0.6738914	0.5322091	1.0117658	1.0734421	0.0024653	0.7053806	0.9484586	0.8774242	0.5219510	0.2520418	0.8126430	0.4031552	1.0575908	0.3301493	0.8792318	0.8446337	0.0039387	1.0920836	0.9553433	0.6668486	0.7662157	0.9098175	0.9930688	0.4989037	0.9358650	0.2672214	0.3473313	0.3983050	0.0741653	0.9033245	0.3420216	0.7036066	0.0480475	0.8578490	0.6871919	0.9653232	0.7739603	0.9455511	0.6833436	0.6448822	0.4975005	0.0138989	0.6835792	0.9519431	0.8906322	0.2562178	0.1377832	0.5146907	0.0002830	0.6790272
0.7725131	0.1686507	0.6783565	1.0881734	0.3211080	0.5376308	1.0044596	1.0471428	0.6569951	0.5038522	1.0887450	0.2001594	1.0006824	0.0642930	0.9235325	0.6509320	0.0011277	0.6301275	0.9098727	0.2454254	0.9825252	0.9831641	0.9981460	0.9927055	0.4655474	0.2590891	0.2762388	0.2284484	0.0259443	0.9128370	0.5496797	0.6995627	0.0289800	1.0011452	0.5224158	0.9743030	0.6602347	0.8487199	0.6182705	0.0107739	0.6288381	0.5122869	0.8161501	1.0211081	0.8472003	0.0190421	0.1306751	0.3805388	0.1559499	0.8923667
1.0871867	0.5182720	0.9857217	0.9553425	0.0127084	0.6147761	0.9479584	1.0471175	0.4817089	0.1385541	0.8868191	0.5021872	1.0127252	0.3279480	1.1163225	0.6519704	0.0006213	1.0737214	0.9109782	0.8503934	1.0295840	0.8412353	0.7522375	1.0234003	1.0269974	0.2653442	0.2154331	0.6498446	0.0992826	0.8851693	0.7679058	0.6136356	0.0520740	0.8704430	0.7514226	0.7593557	0.7533397	1.1470672	0.7952637	0.1013390	0.3913807	0.0523429	0.6452747	0.9378025	1.0040622	0.0259463	0.1241855	0.4413869	0.0944816	0.5881957
