YPL089C	YBL037W	YBR182C	YKL185W	YOR140W	YGR044C	YCR097W	YCL067C	YPL248C	YJL056C	YCR040W	YPR199C	YCR096C	YCL066W	YJL110C	YKR034W	YDR421W	YGL254W	YDL170W	YFL021W	YCR018C	YGL035C	YOL089C	YHR006W	YLR013W	YER189W	YGR103W	YBR040W	YNL253W	YDR379CA	YBR182CA	YCL041C	YML132W	YHR193C	YIL174W	YJR161C	YKR105C	MEL1	YDR441C	YBR006W	YLR023C	YMR086CA	YHR081W	YBL111C	YMR014W	YER188CA	YCR104W	YHR156C	YIL002WA	YAL025C
0.4157667	0.0355918	0.5538305	0.1162986	0.1311728	0.0774975	0.2135471	0.6768585	0.5783381	0.8760922	0.0534268	0.7554909	0.6140070	0.5310123	0.3130420	0.3887796	0.7187453	0.5701519	0.7233133	0.2362012	0.1293579	0.7147904	0.8928717	0.6840876	0.7382645	0.2742181	0.3292939	0.2358316	0.7530512	0.5523241	0.4136264	0.2369164	0.3536949	0.4076321	0.4942621	0.6062547	0.0946370	0.3721013	0.5885832	0.1922419	0.6884311	0.4188121	0.6344477	0.4391342	0.2454048	0.2387056	0.7921054	0.2881564	0.2874595	0.0516971
0.7320736	0.0060498	0.7586618	0.0547535	0.2706513	0.0798026	0.1467087	0.6953007	0.5135511	0.8452582	0.0897150	0.7621143	0.7755848	0.3568350	0.2277412	0.4258154	0.6358268	0.6445651	0.7609103	0.1829209	0.2260790	0.6740995	0.7967407	0.6486453	0.7965987	0.3099752	0.3326034	0.2046500	0.6795827	0.5875406	0.4426408	0.2289383	0.3293061	0.4699924	0.5259756	0.5247037	0.0465449	0.3836595	0.5437633	0.1413345	0.6856892	0.5910203	0.6577823	0.3375785	0.1346659	0.3707816	0.7437821	0.3121866	0.1359725	0.1041561
0.6001090	0.0182478	0.3186051	0.0954781	0.1611094	0.0550309	0.2945039	0.6996622	0.5175907	0.6058440	0.1336254	0.7675635	0.5589963	0.5270966	0.2535987	0.2927367	0.7084655	0.7361069	0.6041448	0.1836027	0.1561027	0.6966782	0.6721516	0.5892418	0.6129896	0.1722207	0.4296678	0.3426442	0.5641647	0.8073850	0.0582425	0.1697276	0.1783833	0.5272563	0.7176878	0.6750555	0.1763841	0.3578418	0.5558253	0.1815777	0.6002671	0.4421912	0.6601347	0.4897615	0.2990863	0.3034555	0.6067001	0.3400848	0.1934723	0.0694658
0.6727670	0.0253429	0.6227834	0.0854845	0.1409679	0.0925822	0.4200104	0.6640513	0.5533150	0.7232119	0.0719606	0.6446345	0.7188654	0.4633735	0.2498217	0.3506208	0.6789923	0.6051136	0.6709803	0.2186036	0.1350599	0.7327295	0.7807466	0.6301182	0.6875857	0.2096022	0.3333069	0.2744451	0.8488577	0.6723583	0.4235283	0.2625191	0.4015310	0.5364270	0.4684647	0.5430530	0.0546280	0.4691468	0.3055580	0.1549683	0.7698442	0.4485594	0.6237706	0.3995661	0.2158051	0.2580941	0.7181139	0.2868360	0.2092639	0.0513417
0.5880180	0.0131305	0.7810779	0.0799144	0.0708229	0.1129773	0.2966337	0.6976717	0.5018486	0.6580673	0.1435543	0.7200133	0.7960985	0.5166689	0.2812073	0.2955763	0.6693756	0.7204519	0.6883572	0.3075164	0.1344672	0.7823990	0.7297276	0.6435608	0.7110477	0.2680231	0.3906912	0.2592005	0.5876993	0.7090856	0.5201832	0.2098687	0.2830608	0.5333865	0.5525427	0.4837426	0.0795038	0.2943772	0.5967856	0.1489753	0.6850856	0.3905849	0.7811632	0.4040623	0.1594418	0.2989349	0.6639677	0.4769581	0.1455701	0.0526912
0.5968026	0.0463030	0.6751032	0.0816401	0.1271479	0.0697319	0.2039779	0.8481309	0.4361000	0.6429205	0.0912511	0.8483191	0.6497262	0.4371603	0.2011242	0.4276501	0.6798909	0.7641928	0.7669122	0.2394702	0.0891249	0.6898133	0.8014594	0.7308949	0.8200366	0.2831896	0.4452503	0.2062274	0.7168088	0.6563783	0.4943351	0.2922032	0.4431996	0.5421193	0.5519962	0.4774240	0.0582672	0.4371999	0.4727265	0.1592429	0.7230956	0.3726905	0.7680172	0.4505945	0.1355179	0.2314601	0.6829660	0.3646451	0.1584199	0.0359350
0.7600909	0.0135203	0.7680566	0.0751150	0.1934648	0.1789804	0.1506076	0.5534216	0.5548543	0.6356638	0.1337383	0.6246568	0.8185631	0.3728583	0.1932485	0.4186778	0.7118759	0.5947773	0.6066379	0.1756275	0.1484802	0.8182813	0.6159529	0.7765509	0.7104800	0.3507105	0.3367343	0.2044654	0.7309529	0.6226945	0.4772735	0.2018743	0.3935452	0.4724471	0.5318633	0.5486822	0.0907172	0.3031171	0.4596188	0.2028864	0.6036671	0.4270148	0.8027514	0.3307799	0.1231899	0.2675439	0.6750440	0.3564231	0.1942798	0.0318009
0.7609575	0.0306509	0.7946888	0.0760185	0.2445243	0.2874608	0.2645532	0.3553374	0.4172000	0.7791106	0.0996378	0.7578510	0.6007518	0.3487512	0.2203305	0.3586328	0.7321550	0.8402774	0.7025863	0.2323818	0.3026996	0.7796183	0.6977563	0.6793804	0.6990601	0.1858091	0.2858237	0.2166809	0.7073689	0.5730130	0.4515915	0.2452082	0.3698739	0.5894176	0.4609385	0.5705574	0.0402191	0.4907350	0.4619765	0.1958750	0.5682897	0.4481790	0.6886320	0.4284064	0.2081032	0.2713371	0.9482101	0.3542064	0.1443522	0.0497505
0.6718578	0.0171577	0.7928597	0.0922434	0.1509075	0.1230725	0.2125324	0.7136811	0.2352812	0.8194532	0.0909130	0.7615019	0.8219512	0.4164463	0.1983329	0.4314355	0.6907839	0.6944121	0.5684519	0.3052257	0.1349013	0.6520379	0.7582784	0.5998275	0.6886717	0.2669769	0.2700369	0.1480079	0.6780860	0.6364414	0.4145640	0.2163165	0.2820883	0.4224815	0.4449552	0.5854770	0.0785638	0.3167998	0.4703610	0.1647989	0.7391852	0.5519677	0.6322518	0.2970067	0.1543555	0.3527602	0.7936664	0.3635628	0.1616727	0.0692888
0.8047690	0.0277329	0.6697681	0.0743608	0.2020349	0.1636612	0.2790507	0.7316707	0.3997105	0.3174830	0.1543390	0.6393538	0.6488451	0.2503311	0.2229786	0.4154656	0.6821201	0.7444951	0.6277770	0.3311194	0.1749452	0.5595533	0.7645003	0.6728610	0.6966965	0.1929760	0.3718477	0.2262084	0.8296731	0.6781692	0.3586686	0.2021837	0.3995719	0.1680986	0.5951554	0.6401432	0.1216581	0.4779961	0.5784520	0.2231072	0.8231453	0.4699074	0.6287993	0.4174032	0.1317606	0.1270741	0.7302849	0.4215713	0.1077488	0.1404898
