YBL103C	YCR096C	+
YBL103C	YCR097W	+
YBL103C	YEL071W	+
YBL103C	YLR302C	+
YBL103C	YMR019W	-
YBL103C	YOL159C	+
YBR083W	YDR463W	-
YBR083W	YMR135C	-
YBR083W	YMR164C	-
YCR040W	YBR281C	+
YCR040W	YNL105W	-
YCR096C	YCR040W	-
YCR097W	YCL066W	-
YCR097W	YCR040W	-
YCR097W	YGR044C	+
YDR081C	YDR463W	+
YDR421W	YCL066W	-
YDR421W	YHR015W	+
YDR463W	YBR167C	+
YDR463W	YCL012W	-
YDR463W	YCR096C	-
YDR463W	YHR156C	-
YDR463W	YLR302C	+
YDR463W	YMR019W	-
YDR463W	YOL057W	+
YDR463W	YOL159C	-
YDR463W	YPL060CA	-
YGL162W	YGR249W	-
YGL162W	YIL012W	-
YGL162W	YMR135C	-
YGL162W	YNL038W	-
YGL162W	YOL159C	+
YGL254W	YJR044C	+
YGL254W	YOR140W	-
YGR044C	YJL198W	-
YGR044C	YML055W	+
YGR044C	YOR140W	+
YGR249W	YBR167C	-
YHR006W	YCR040W	+
YJL110C	YCL066W	+
YJL110C	YCR040W	-
YJL110C	YCR096C	+
YJL110C	YGL156W	-
YJL110C	YKR034W	+
YJL110C	YLL047W	-
YJR147W	YGR249W	+
YJR147W	YMR019W	-
YJR147W	YOR265W	+
YKL020C	YCR096C	+
YKR034W	YCR040W	+
YKR034W	YHR156C	-
YKR034W	YJL110C	-
YMR019W	YLL055W	-
YMR019W	YPL215W	+
YMR164C	YGL247W	+
YOL067C	YBR167C	-
YOL067C	YCR096C	-
YOL067C	YEL071W	+
YOL067C	YGL254W	-
YOL067C	YHR156C	+
YOL067C	YLR302C	+
YOL067C	YMR019W	-
YOL067C	YOL159C	-
YOL089C	YCR096C	-
YOL089C	YCR097W	+
YOL089C	YCR108C	+
YOL089C	YJL198W	+
YOL089C	YMR019W	-
YOL089C	YNL038W	+
YOL089C	YOL159C	+
YOR032C	YHR006W	+
YPR199C	YCR040W	-
YPR199C	YCR096C	+
YPR199C	YJR044C	+
YPR199C	YML048WA	+
