YCR040W	YCR097W	YPR199C	YCR096C	YHR006W	YOL067C	YMR019W	YGL254W	YDR463W	YJL110C	YCL066W	YOL089C	YOR032C	YKR034W	YKL020C	YBL103C	YDR081C	YGR044C	YBR083W	YJR147W	YGR249W	YOR140W	YDR421W	YMR164C	YGL162W	YPL060CA	YHR156C	YOR265W	YLR302C	YLL055W	YCR108C	YPL215W	YMR135C	YJL198W	YBR167C	YIL012W	YNL038W	YNL105W	YML055W	YCL012W	YBR281C	YGL156W	YLL047W	YML048WA	YGL247W	YHR015W	YEL071W	YOL057W	YJR044C	YOL159C
0.2911019	0.4131342	0.6165639	0.0120703	0.4925010	0.6932299	0.1688533	0.1018187	0.3727450	0.4871121	0.4397287	0.8138620	0.7553537	0.2049883	0.9458008	0.6084531	0.7465154	0.2870098	0.8461803	0.6746613	0.2564159	0.7609485	0.6456519	0.0535197	0.6384280	0.5365521	0.6419134	0.6994000	0.4728236	0.6468044	0.5948144	0.0187372	0.1513666	0.6197906	0.3845196	0.1417732	0.0769351	0.1041986	0.2452031	0.5001191	0.0497238	0.1822149	0.0507423	0.4901685	0.4493801	0.3835339	0.5700411	0.5778648	0.0740912	0.6445829
0.7313965	0.3023734	0.7423690	0.0305330	0.5111633	0.6664767	0.1758421	0.0729636	0.3687919	0.5294481	0.5733659	0.9290621	0.8483168	0.1510035	0.7307830	0.6993376	0.6005602	0.2402785	0.6255917	0.8319426	0.2762181	0.5026047	0.6735067	0.0886340	0.6189243	0.4899555	0.6892679	0.7612647	0.3560969	0.6842634	0.6509059	0.0312378	0.1296748	0.6909014	0.2946849	0.1704664	0.0995340	0.0186459	0.1309901	0.6410402	0.3934688	0.2254663	0.1032256	0.3676072	0.6334222	0.4840604	0.5436559	0.8326095	0.0240340	0.5727449
0.5666757	0.4125088	0.3299720	0.0120752	0.4009358	0.6438243	0.1501371	0.0364573	0.2874208	0.4965421	0.5174511	0.6948853	0.5971172	0.2333735	0.6914515	0.7670199	0.7646858	0.2340490	0.5776830	0.6552593	0.3083383	0.5620764	0.7782340	0.0907760	0.7541340	0.5258179	0.8013027	0.6896552	0.4555971	0.6572244	0.7161679	0.0274545	0.2099259	0.6626516	0.2813545	0.0532304	0.0331526	0.0228259	0.1479667	0.6335480	0.3339193	0.2200056	0.0465541	0.1243369	0.3890562	0.3262244	0.6779630	0.6573314	0.0374636	0.6310926
0.6261069	0.3835417	0.7715234	0.0126491	0.3500407	0.7031582	0.2571052	0.0474087	0.3583717	0.5307266	0.4072095	0.6953995	0.7145450	0.2190545	0.5851879	0.7946518	0.7803626	0.4325064	0.6578990	0.6850717	0.2899933	0.5324590	0.7813581	0.1052194	0.5811588	0.5300735	0.7435916	0.6819675	0.4699805	0.8060228	0.7240987	0.0227730	0.2082591	0.9316623	0.2980831	0.1855519	0.1334987	0.0423744	0.2145470	0.6243469	0.3897256	0.2624656	0.0729171	0.3699145	0.5851545	0.5531024	0.6466100	0.7193070	0.0367522	0.7363561
0.5356654	0.4830007	0.7566167	0.0172256	0.1648476	0.6866672	0.2469560	0.0456504	0.4833488	0.4160163	0.4885766	0.7744262	0.7192514	0.2249444	0.5726340	0.6228067	0.6134488	0.3267343	0.7748021	0.7743369	0.3407231	0.5815893	0.8046807	0.1069718	0.7386695	0.5477084	0.6269261	0.5989720	0.4218392	0.6361051	0.6150335	0.0283633	0.1460130	0.7361525	0.2898571	0.2549365	0.1264883	0.0226549	0.1391457	0.5575056	0.2638766	0.2516253	0.0548480	0.3416751	0.6429912	0.3759933	0.5425973	0.7947255	0.0656041	0.6981448
0.5443223	0.4342311	0.6715239	0.0291981	0.3528352	0.2903310	0.3446950	0.3164209	0.3689746	0.5049183	0.5292235	0.6852653	0.7202356	0.2114148	0.6039898	0.6935920	0.6914801	0.3336936	0.7095054	0.7992406	0.2661446	0.4652824	0.8744735	0.0810275	0.6479030	0.4919848	0.5273766	0.6881588	0.4482664	0.8550561	0.6679334	0.0598436	0.1779980	0.5221980	0.4020313	0.1545781	0.1127833	0.0308630	0.2007218	0.5795834	0.4357363	0.1635776	0.0311116	0.4049749	0.4831809	0.2838381	0.6028397	0.6670637	0.8381588	0.6122494
0.5806071	0.4288491	0.6795613	0.0286078	0.2687651	0.5998915	0.1052414	0.0799257	0.3749396	0.5374565	0.5199208	0.6421115	0.7177213	0.1918507	0.7996274	0.7638255	0.7039327	0.3684092	0.7916169	0.6208469	0.2730603	0.4846517	0.6656465	0.1047469	0.6487963	0.5200501	0.6816953	0.6861299	0.3963799	0.7454638	0.7491634	0.0056428	0.1443343	0.7360486	0.3646907	0.1592168	0.0862228	0.0466607	0.1483546	0.6201751	0.3611506	0.2023788	0.0344309	0.4476771	0.6474823	0.4353959	0.7041624	0.6949270	0.0396832	0.6233391
0.6403885	0.4223872	0.7009237	0.0103560	0.3704527	0.7372508	0.2570173	0.0495558	0.4187139	0.4657298	0.4363587	0.8496322	0.5715480	0.2972195	0.6593474	0.7605464	0.8095080	0.3297889	0.7521536	0.7801833	0.2866561	0.6316289	0.6671973	0.0537239	0.6860665	0.5330553	0.6696367	0.7670186	0.3913884	0.6331783	0.8273336	0.0122383	0.1339255	0.7768741	0.4153348	0.1449631	0.0977485	0.0275825	0.2084890	0.7096319	0.5962455	0.1863954	0.0983021	0.4178885	0.4371278	0.4310976	0.6477278	0.6339331	0.0387400	0.6674570
0.6242071	0.4926151	0.7373935	0.0739946	0.4158075	0.7023213	0.2285894	0.0516245	0.1328058	0.6709136	0.5788581	0.8163643	0.6685780	0.1530299	0.7829783	0.7882122	0.6316900	0.3317313	0.6756362	0.6601402	0.2273501	0.5959286	0.6297666	0.0729833	0.6273901	0.6747183	0.5817577	0.7174484	0.3073384	0.7274587	0.5969341	0.0682105	0.1170425	0.7409745	0.3066125	0.1126346	0.1030595	0.0494704	0.1727695	0.7611421	0.2536415	0.1882246	0.0324724	0.4354782	0.4634029	0.3403282	0.7188801	0.6401123	0.0157873	0.5987737
0.4876073	0.4921524	0.7732156	0.0191698	0.4659647	0.7396293	0.1679272	0.0714352	0.3584603	0.4222397	0.3268576	0.6301492	0.5769950	0.0545366	0.7425409	0.6523286	0.7686933	0.3237275	0.7858781	0.7296386	0.3077068	0.4703533	0.7320625	0.0745919	0.6138826	0.4422197	0.5473120	0.7250958	0.5130661	0.6364501	0.7440662	0.0142965	0.1487340	0.8289451	0.2822389	0.1382863	0.1144468	0.0235920	0.1391864	0.5923297	0.5970350	0.4225187	0.0810280	0.4507379	0.4232164	0.4255705	0.6697044	0.6828303	0.0268739	0.8146771
