YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.1861655	0.6734020	0.6225453	0.0987245	0.0036197	0.2727561	0.5498738	0.4815972	0.7368052	0.7196091	0.0613290	0.7232600	0.7403211	0.7175797	0.6160987	0.7062157	0.7870817	0.7183188	0.4406804	0.3480952	0.2276872	0.7202802	0.7987605	0.1719432	0.3735054	0.6145537	0.0026996	0.5939437	0.5227394	0.7299052	0.5934867	0.6062447	0.2245505	0.1904810	0.6099513	0.4357298	0.7560634	0.0064419	0.2380761	0.6548131	0.0580356	0.4674901	0.2970694	0.1861345	0.0442589	0.3157365	0.6328036	0.7380585	0.5521350	0.0093650
0.1967899	0.7321923	0.6763331	0.1172132	0.0049315	0.2906170	0.1738855	0.6000057	0.7800062	0.6703679	0.2647317	0.8092923	0.5796281	0.7284734	0.6576787	0.9044116	0.6891139	0.5534956	0.8587729	0.6004296	0.3402552	0.7740168	0.6028352	0.3031758	0.8197552	0.5006659	0.2817987	0.5459548	0.6531978	0.5953214	0.7070268	0.6995848	0.0480675	0.1270136	0.4571220	0.3740666	0.6134287	0.0213200	0.1691560	0.5457781	0.4135579	0.3148932	0.3058573	0.3121413	0.4665698	0.1803191	0.4984207	0.7116328	0.4581607	0.0016894
0.0956080	0.6280917	0.6608013	0.1727869	0.0816621	0.5181174	0.3028964	0.1791518	0.8471765	0.7742352	0.4028965	0.7553371	0.7080008	0.6686146	0.5613490	0.7147473	0.7569295	0.7200672	0.6597213	0.5225558	0.2507877	0.6857129	0.7801188	0.1101732	0.7541536	0.5311998	0.3808538	0.3170464	0.5609192	0.7119262	0.6991930	0.4039454	0.2586422	0.1448563	0.4044604	0.4146572	0.6969569	0.0037149	0.5422722	0.7940554	0.3974270	0.3608638	0.2268462	0.2045463	0.3161214	0.6164819	0.6870471	0.3539615	0.3292025	0.0085098
0.2075357	0.6466409	0.7420011	0.1635863	0.0108264	0.4825151	0.6253911	0.2576663	0.7523448	0.7950029	0.0501493	0.8976953	0.7423157	0.6581566	0.6314940	0.7918064	0.5956787	0.6881224	0.6514824	0.5905668	0.1374111	0.7850471	0.4273065	0.3743024	0.8488839	0.4152166	0.2659796	0.3229332	0.5559128	0.7611143	0.5418647	0.4534033	0.0268376	0.4894806	0.4023803	0.4786453	0.7381648	0.0020821	0.1918129	0.4942624	0.1576419	0.4653345	0.3394497	0.3267801	0.0961875	0.1637576	0.3674629	0.5892021	0.2306854	0.0101361
0.1416656	0.7522650	0.6239705	0.0703197	0.1102675	0.3004385	0.3346656	0.3528725	0.5869123	0.6398657	0.0705572	0.6428402	0.6226368	0.6224401	0.5535583	0.7694390	0.6404295	0.5871758	0.8160169	0.3135354	0.2485257	0.6018205	0.7795343	0.0654618	0.4261447	0.7532304	0.1774554	0.6453978	0.6384682	0.6563189	0.7150723	0.4538290	0.0036943	0.3636207	0.4506171	0.7389856	0.6192982	0.0270980	0.2268185	0.8146046	0.4578014	0.4825030	0.4334735	0.3715204	0.5860878	0.4868925	0.7543324	0.4471707	0.1988297	0.0069182
0.1217532	0.8339828	0.7053194	0.0796028	0.0043905	0.0884998	0.5861402	0.1976200	0.5720408	0.5416572	0.2547024	0.4897788	0.6185862	0.5035144	0.4676653	0.6281269	0.8225533	0.6866070	0.8000245	0.6662747	0.3002230	0.6306874	0.5256627	0.2355378	0.7141147	0.5895154	0.0032338	0.7895846	0.6201237	0.7435348	0.7154484	0.4314929	0.0419784	0.3360152	0.4892952	0.2312395	0.6759421	0.0003305	0.2938109	0.6388405	0.2284190	0.1557633	0.4108756	0.1844678	0.2382479	0.2309563	0.7145819	0.6443866	0.2571525	0.0212706
0.1574761	0.6487152	0.9067170	0.0777994	0.1417080	0.0993412	0.2466073	0.1603689	0.7169052	0.6648874	0.0379574	0.4657476	0.8392621	0.6764130	0.7859136	0.7801797	0.7300504	0.8814428	0.7379982	0.6422555	0.1833847	0.6136937	0.7843962	0.1167807	0.7247006	0.5338372	0.0935092	0.4592653	0.5952171	0.6598511	0.7003095	0.6247446	0.0664871	0.2245123	0.5151418	0.3111303	0.7564042	0.0222078	0.2505280	0.7778698	0.6619957	0.3939466	0.4751007	0.3518325	0.3976934	0.4405354	0.6057695	0.6687815	0.7371863	0.0086088
0.1277175	0.5944798	0.6092421	0.1081742	0.1249210	0.2393411	0.0917726	0.8196541	0.7104558	0.5946609	0.1130094	0.6396449	0.7661069	0.7114671	0.7028236	0.6489411	0.3778511	0.6682107	0.3448671	0.5054569	0.2121285	0.6876437	0.5930534	0.0892309	0.6619433	0.6475569	0.0935830	0.5358417	0.5025404	0.7638714	0.6700760	0.6374128	0.0657971	0.0695937	0.5210998	0.7213300	0.7877111	0.0201522	0.1345346	0.7739986	0.4915484	0.3177099	0.1315544	0.1330993	0.7352137	0.1986426	0.6827081	0.6639137	0.3617794	0.0008344
0.1352860	0.9085348	0.3691191	0.1035680	0.1383664	0.2275433	0.4318241	0.1265889	0.5790847	0.6487759	0.3444440	0.6062571	0.6141166	0.8156886	0.5690579	0.7979412	0.3132833	0.7740755	0.4414889	0.6949979	0.3332918	0.6194739	0.6363885	0.1810616	0.6772268	0.7551915	0.1051776	0.4692846	0.5472033	0.6721348	0.7565089	0.7681354	0.0074756	0.1320644	0.5189227	0.3365258	0.7578815	0.0070350	0.2760682	0.7450976	0.4191003	0.3133325	0.3200866	0.3542961	0.3060728	0.4255967	0.7360576	0.6028704	0.6981951	0.0684289
0.1515289	0.6804263	0.7576504	0.0874328	0.0872160	0.4633662	0.3300403	0.2610826	0.6581096	0.7210794	0.0444565	0.7937296	0.7554004	0.4617161	0.6541864	0.7201506	0.5844568	0.4587413	0.4535662	0.4419806	0.2070488	0.8195514	0.6434834	0.1633668	0.5127164	0.5317940	0.2035878	0.3052952	0.4767550	0.7411031	0.7678322	0.3459889	0.0462854	0.5669874	0.4595409	0.4595658	0.6946038	0.0013965	0.2600223	0.8003273	0.1047138	0.6355760	0.3433845	0.4084561	0.3139170	0.4946810	0.7668753	0.3185675	0.4489574	0.0100387
0.2229204	0.5852526	0.7883045	0.1329066	0.0987724	0.2372833	0.5376308	0.2144056	0.6533264	0.6779154	0.2621327	0.8746951	0.6163301	0.5669720	0.5984764	0.7472631	0.5191226	0.7638304	0.7879159	0.7111373	0.0812429	0.7255997	0.6906191	0.0958722	0.6149423	0.6150982	0.1465720	0.6180327	0.2975159	0.6240184	0.7327275	0.6855847	0.0617871	0.5394039	0.4571483	0.3078732	0.6508634	0.0002791	0.4520573	0.8254214	0.5583772	0.4134101	0.3598017	0.3187800	0.0291135	0.4401633	0.6165475	0.5725845	0.2978719	0.0142364
0.1383506	0.6596807	0.7895262	0.0979423	0.0089473	0.5027044	0.5720437	0.4266671	0.7649231	0.4872015	0.0457359	0.8223888	0.8024685	0.6559446	0.5806223	0.8090393	0.6272579	0.4347696	0.8196444	0.5975687	0.1885754	0.7790540	0.8174500	0.0507298	0.7266016	0.5921412	0.4545142	0.3254659	0.5054445	0.7508033	0.6751365	0.5881002	0.0881934	0.3043573	0.5321007	0.3808408	0.6591681	0.0139507	0.3735368	0.8390314	0.3851331	0.3620148	0.3766896	0.4896381	0.2312785	0.3134985	0.5752435	0.2034418	0.2318010	0.0010109
0.0603617	0.8346497	0.7146000	0.0825337	0.0755442	0.6097695	0.2726739	0.0875957	0.6265451	0.7974574	0.0405422	0.7594193	0.7997050	0.6390330	0.4646170	0.6889325	0.5966249	0.7089762	0.7299254	0.4456902	0.2528803	0.6487365	0.6609895	0.1549354	0.6076370	0.4833796	0.1152973	0.3337441	0.7262962	0.7651327	0.7960504	0.4092373	0.0133100	0.2857328	0.4475564	0.4565500	1.0202296	0.0000629	0.2694614	0.6597822	0.3215971	0.4920157	0.3166220	0.1981585	0.6435329	0.1559561	0.5944620	0.2559174	0.2851584	0.0656001
0.2384572	0.6614005	0.7609183	0.0721251	0.0783534	0.2775561	0.5656405	0.1723909	0.5853386	0.9166098	0.0891185	0.8335237	0.4182109	0.5083405	0.3648072	0.6710560	0.6351632	0.7478470	0.6268495	0.4429602	0.7085376	0.7367593	0.3475355	0.4220548	0.3772383	0.5004411	0.0467395	0.5418202	0.8363995	0.6743536	0.6336301	0.4772350	0.0215230	0.0619569	0.5884863	0.4438440	0.7299736	0.0044892	0.3472481	0.5116694	0.3170692	0.1244582	0.2649238	0.1853041	0.1599047	0.2845687	0.4021129	0.6021291	0.3053365	0.1903367
0.2014319	0.7117943	0.7799867	0.0884132	0.0470006	0.4128718	0.2392704	0.0533272	0.7610221	0.6680896	0.5246327	0.5465497	0.6734030	0.6376841	0.6033145	0.7043355	0.8565561	0.3812316	0.4197377	0.6113344	0.0466554	0.4800548	0.4239372	0.2979069	0.6544443	0.6563232	0.0609599	0.5056863	0.3870635	0.6574186	0.7491575	0.2529957	0.2069051	0.2218689	0.3384191	0.4661446	0.6777955	0.0000691	0.2150950	0.5242160	0.6156942	0.2920322	0.3040134	0.1221525	0.4632960	0.2804617	0.4043843	0.3335084	0.3532256	0.1020204
0.0965450	0.8360841	0.7486644	0.0696503	0.0266212	0.1074906	0.3249591	0.4211754	0.7948117	0.5302790	0.1227949	0.5088727	0.6693749	0.6368083	0.6585200	0.7213435	0.4549833	0.6307144	0.6151208	0.4361181	0.3063959	0.3930402	0.6982629	0.1547222	0.5261705	0.5965642	0.1391163	0.6420972	0.5686052	0.8272917	0.7552085	0.8040013	0.0038634	0.0183504	0.7392525	0.7126598	0.7441967	0.0001683	0.3072373	0.8719106	0.4368624	0.3613932	0.1914738	0.2411438	0.5221744	0.4591852	0.6441042	0.6403007	0.5113545	0.0028221
0.1373822	0.6626761	0.7443736	0.0621826	0.0017608	0.2845181	0.3058028	0.1372874	0.7906383	0.9224269	0.0274738	0.6535949	0.6769821	0.7362919	0.7705300	0.7580368	0.6195598	0.6726656	0.5737208	0.4937132	0.3031627	0.6431699	0.6380341	0.0874301	0.3129868	0.7653364	0.0022272	0.5956120	0.5524363	0.7089894	0.5672056	0.5371283	0.1281206	0.4757588	0.5356996	0.2786883	0.6792093	0.0007283	0.4841301	0.7734980	0.1345069	0.3701317	0.3297663	0.3662229	0.2486076	0.4811188	0.6170459	0.6785362	0.3477484	0.0395026
