YBR083W	YCL027W	+
YBR083W	YDR098CB	-
YBR083W	YDR463W	+
YBR083W	YLL065W	+
YBR112C	YLR256W	+
YCL067C	YDR103W	-
YCR040W	YGL169W	-
YCR040W	YKL178C	+
YCR096C	YCR040W	-
YCR096C	YKL178C	-
YDR081C	YDR463W	+
YDR310C	YDR545W	+
YDR310C	YGL169W	-
YDR310C	YLR082C	+
YDR310C	YPL075W	-
YDR463W	YCR018CA	-
YDR463W	YCR096C	+
YDR463W	YDR048C	-
YDR463W	YDR098CB	-
YDR463W	YDR103W	+
YDR463W	YHR156C	-
YDR463W	YLR094C	-
YFL021W	YCR018CA	+
YFL021W	YCR096C	+
YFL021W	YDR495C	+
YFL021W	YDR520C	+
YFL021W	YHR156C	+
YHR006W	YCR040W	+
YHR006W	YCR041W	+
YHR006W	YDR048C	+
YHR006W	YDR103W	+
YJL056C	YCL067C	+
YJL056C	YCR040W	-
YJL056C	YCR041W	-
YJL056C	YDR545W	+
YKL020C	YCR018CA	-
YKL020C	YCR096C	-
YKL020C	YDR495C	+
YLR013W	YBL113C	-
YLR013W	YCL067C	+
YLR013W	YCR040W	-
YLR013W	YCR041W	+
YLR013W	YDR545W	+
YLR098C	YCL067C	-
YLR098C	YCR040W	-
YLR098C	YCR041W	+
YLR098C	YDR310C	+
YLR256W	YBR083W	-
YLR256W	YDR545W	+
YLR256W	YEL035C	+
YLR256W	YKL020C	-
YLR256W	YML076C	-
YLR256W	YML126C	+
YLR256W	YMR070W	+
YML051W	YBR020W	+
YML076C	YGR220C	+
YML113W	YCR096C	+
YML113W	YDR520C	+
YML113W	YDR545W	-
YMR070W	YCL027W	+
YMR070W	YKR003W	+
YOL067C	YCR018CA	+
YOL067C	YCR096C	-
YOL067C	YHR156C	-
YOL089C	YCR096C	+
YOL089C	YDR098CB	+
YOL089C	YDR099W	-
YPL075W	YDR210WC	+
YPL248C	YBL113C	+
YPL248C	YBR020W	+
YPL248C	YCL067C	-
YPL248C	YDR277C	+
YPL248C	YDR493W	+
YPL248C	YDR545W	+
YPL248C	YLL065W	+
YPL248C	YLR082C	+
YPL248C	YML051W	-
YPL248C	YNL073W	+
YPR199C	YCR040W	+
YPR199C	YCR041W	-
YPR199C	YCR096C	-
YPR199C	YLR082C	-
